row_idx,absa_overall_sentiment,fw_overall_sentiment,absa_overall_emotion,fw_overall_emotion,absa_triplets_n,fw_triplets_n,triplet_term_sent_precision,triplet_term_sent_recall,triplet_term_sent_f1,aspect_category_precision_soft,aspect_category_recall_soft,aspect_category_f1_soft,aspect_term_precision_soft,aspect_term_recall_soft,aspect_term_f1_soft,fw_status_code,fw_error
206,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,200,
207,Positive,Positive,Happy,Happy,2,1,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,200,
208,Neutral,Positive,Sadness,Happy,2,2,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
209,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,200,
210,Positive,Positive,Happy,Happy,2,1,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,200,
211,Neutral,Negative,Sadness,Anger,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
212,Positive,Positive,Happy,Happy,2,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
213,Neutral,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
214,Neutral,Positive,Happy,Anger,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
215,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
216,Neutral,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
217,Negative,Negative,Anger,Anger,2,3,0.6666666666666666,1.0,0.8,0.3333333333333333,0.5,0.4,0.6666666666666666,1.0,0.8,200,
218,Positive,Neutral,Happy,Happy,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,200,
219,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,200,
220,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
221,Neutral,Negative,Sadness,Anger,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
222,Neutral,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
223,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
224,Neutral,Negative,Happy,Anger,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
225,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
226,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
227,Positive,Neutral,Happy,Happy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
228,Positive,Negative,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
229,Positive,Negative,Happy,Anger,2,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
230,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
231,Neutral,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
232,Neutral,Negative,Sadness,Sadness,2,1,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,0.0,0.0,0.0,200,
233,Positive,Negative,Happy,Anger,2,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,200,
234,Negative,Negative,Anger,Anger,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
235,Negative,Positive,Anger,Happy,2,1,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,200,
236,Neutral,Negative,Sadness,Anger,2,2,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,200,
237,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
238,Negative,Positive,Fear,Happy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
239,Negative,Negative,Anger,Sadness,2,2,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,200,
240,Positive,Negative,Happy,Anger,2,2,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,200,
241,Positive,Positive,Happy,Happy,2,1,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,200,
242,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,200,
243,Negative,Negative,Anger,Anger,2,2,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,200,
244,Positive,Negative,Happy,Sadness,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
245,Positive,Negative,Happy,Anger,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,200,
246,Negative,Negative,Sadness,Sadness,2,2,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.5,0.5,0.5,200,
247,Positive,Negative,Happy,Sadness,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,200,
248,Neutral,Negative,Happy,Sadness,3,3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,200,
249,Positive,Positive,Happy,Happy,3,4,0.0,0.0,0.0,0.5,0.6666666666666666,0.5714285714285715,0.5,0.6666666666666666,0.5714285714285715,200,
250,Negative,Negative,Anger,Anger,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
251,Negative,Negative,Anger,Anger,2,2,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,200,
252,Positive,Positive,Happy,Happy,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
253,Negative,Negative,Anger,Sadness,3,2,1.0,0.5,0.6666666666666666,0.5,0.3333333333333333,0.4,1.0,0.6666666666666666,0.8,200,
254,Negative,Negative,Anger,Anger,3,3,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,200,
255,Neutral,Negative,Happy,Anger,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,200,
256,Positive,Negative,Happy,Anger,3,2,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,0.4,0.5,0.3333333333333333,0.4,200,
257,Negative,Negative,Sadness,Anger,2,2,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,200,
258,Neutral,Neutral,Happy,Happy,3,2,0.5,0.5,0.5,0.5,0.3333333333333333,0.4,1.0,0.6666666666666666,0.8,200,
259,Negative,Negative,Sadness,Anger,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,200,
260,Positive,Positive,Happy,Happy,3,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,200,
261,Neutral,Neutral,Happy,Happy,2,2,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,200,
262,Negative,Negative,Sadness,Sadness,2,3,1.0,0.5,0.6666666666666666,0.3333333333333333,0.5,0.4,0.6666666666666666,1.0,0.8,200,
263,Negative,Negative,Anger,Anger,2,1,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,200,
264,Negative,Negative,Anger,Anger,1,3,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,200,
265,Neutral,Neutral,Sadness,Happy,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
266,Negative,Negative,Anger,Anger,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,200,
267,Positive,Positive,Happy,Happy,2,3,0.3333333333333333,0.5,0.4,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.8,200,
268,Neutral,Positive,Happy,Happy,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,200,
269,Negative,Negative,Anger,Anger,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,
270,Positive,Negative,Happy,Anger,2,2,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,200,
271,Neutral,Neutral,Fear,Sadness,2,1,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,200,
272,Negative,Negative,Anger,Anger,2,3,0.5,0.5,0.5,0.3333333333333333,0.5,0.4,0.6666666666666666,1.0,0.8,200,
273,Positive,Negative,Love,Love,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,
274,Positive,Negative,Happy,Anger,2,2,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,200,
275,Positive,Positive,Happy,Happy,2,3,0.6666666666666666,1.0,0.8,0.3333333333333333,0.5,0.4,0.6666666666666666,1.0,0.8,200,
276,Negative,Negative,Anger,Anger,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,200,
277,Negative,Positive,Anger,Happy,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,200,
278,Positive,Neutral,Happy,Sadness,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,200,
279,Positive,Positive,Happy,Love,2,3,1.0,1.0,1.0,0.3333333333333333,0.5,0.4,0.6666666666666666,1.0,0.8,200,
280,Negative,Negative,Sadness,Sadness,2,3,0.5,0.5,0.5,0.0,0.0,0.0,0.3333333333333333,0.5,0.4,200,
281,Negative,Negative,Anger,Anger,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,200,
282,Negative,Negative,Sadness,Anger,2,1,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,0.0,0.0,0.0,200,
283,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,200,
284,Negative,Negative,Sadness,Sadness,2,2,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,200,
285,Negative,Negative,Anger,Sadness,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,200,
286,Negative,Negative,Anger,Anger,2,2,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,200,
287,Negative,Negative,Anger,Sadness,3,3,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,200,
288,Neutral,Neutral,Anger,Sadness,3,2,0.5,0.3333333333333333,0.4,1.0,0.6666666666666666,0.8,1.0,0.6666666666666666,0.8,200,
289,Positive,Negative,Happy,Anger,3,3,1.0,0.6666666666666666,0.8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,200,
290,Negative,Negative,Anger,Anger,2,2,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,200,
291,Negative,Negative,Anger,Anger,2,2,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,200,
292,Negative,Negative,Sadness,Anger,2,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,200,
293,Positive,Negative,Happy,Anger,2,2,1.0,0.5,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,200,
294,Negative,Negative,Anger,Anger,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,200,
295,Negative,Negative,Anger,Anger,2,3,0.5,0.5,0.5,0.3333333333333333,0.5,0.4,0.3333333333333333,0.5,0.4,200,
296,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,200,
297,Negative,Negative,Anger,Anger,2,2,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,200,
298,Neutral,Negative,Happy,Sadness,2,3,0.0,0.0,0.0,0.6666666666666666,1.0,0.8,0.3333333333333333,0.5,0.4,200,
299,Negative,Positive,Anger,Happy,2,3,0.5,0.5,0.5,0.0,0.0,0.0,0.3333333333333333,0.5,0.4,200,
