Rating,Review,Product Name,Product Category,Emotion,Data Source,Sentiment,word_count
5.0,"I m very satisfied with thr products 🥰2 ta sampoo r sthe 2 ta oil free, so double happy....tnqu seller",Parachute Naturale Shampoo Damage Repair 170ml,Hair Care,Happy,Daraz,Positive,21
5.0,"সবকিছুই ঠিক ছিলো। ভাজার পরে দেখতেও সুন্দর হয়েছে, খেয়ে রিভিউ দিলাম। দারুণ❤️ 
রিকমেন্ডেড সেলার।",Popcorn (Bhutta)-1 Kg,Snacks & Beverages,Happy,Daraz,Positive,14
4.0,Very nice in this price.. but colours should be more different..,Bow Tie For Man - Black Buy 1 Get 1 FREE,Accessories,Happy,Daraz,Positive,11
3.0,"Its connected to my iphone-7.
But its not fast charging.
Not recommended",Usb Charging Cable For Iphone I Charger - White - Charge Iphone With The Usb Charging Cable Designed For Efficiency In Classic White,Trendy Mobile Accessories,Sadness,Daraz,Negative,13
5.0,"ভালোই কাজ করে, এই দামে আর কি লাগে।",Norton 360 Standard 2022 Antivirus software for 1 Device,Software,Happy,Daraz,Positive,8
3.0,Writing this review after seven days. Not happy with the quality. Belt got tear off.,Fastrack NM38051SL06 Bold White Dial Brown Leather Strap Men’s Watch,Men's Watches,Anger,Pickaboo,Negative,15
1.0,"price unojaye product akdom e valo na. agula dhaka clg er oppsite a 150tk -180tk te available paoya jai.
not recommended.",Cotton Short Sleeves Ladies' Long T-Shirt - T Shirt For Women,Western Wear,Anger,Daraz,Negative,21
5.0,have received at quickest time.,"ESET Internet Security - 1 User, 1 Year with (CD) Multi-Device",Software,Happy,Daraz,Positive,5
2.0,quality is not upto the mark & small in size.,Bili Online Fabian 30 Liter Duffel Bag (4-5 Days Tour) Waterproof-Travel Bag-Family Tour Bag-Large Travel Bag-Waterproof Bag-Premium Travel Bag - Travel Bag For Men,Luggage,Anger,Daraz,Negative,9
5.0,"ভালো কিন্তু একটু স্লু, আপনারা চাইলে নিতে পারেন।এই দামে মধ্যে ভালোই",Pendrive 64 gb with 1 year full replacement warranty,Storage,Happy,Daraz,Positive,12
5.0,"প্যন্ট টা অফারে ৩৩০ টাকায় পাইছি।
অসাধারণ কাপড়ের কোয়ালিটি
সেলারের আচার আচরণ ও ভালো পেয়েছি",Black Denim Casual Jeans for Men,Clothing,Happy,Daraz,Positive,15
5.0,Alhamdulillah product tah Onek valoh but colour tah different paichi 🙂,Mini USB Lithium Battery Rechargeable Hand Fan,Fans,Happy,Daraz,Positive,10
5.0,well packing and product exp. date also enough,Marks Full Cream Milk Powder - 500gm,Dairy & Eggs,Happy,Daraz,Positive,8
5.0,"wrote this review about after 3 months use.
nice watch, good product.
worth the money.",SKMEI Men Sport Watches Digital Chronograph Dual Display LED Watch Multifunctional Waterproof Fashion Wristwatches for Men 1637,Men's Watches,Happy,Daraz,Positive,15
5.0,"আলু গুলো ভাল ❣️
প্যাকেজিং ও সুন্দর ছিল।",Diamond potato 1kg ± 25 gm,"Fruits, Meat & Frozen",Happy,Daraz,Positive,7
5.0,they delivered the authentic product . It's a good experience with Pickaboo again.behavior of the deliveryman was good.,Logitech B100 Optical USB Mouse,Keyboard & Mouse,Happy,Pickaboo,Positive,19
4.0,Capo ta balo. picks are not same tobe chole! (recommend 👍),Accoustic guitar capo with 4pcs picks - Guitar Strings,Media & Music,Happy,Daraz,Positive,10
5.0,ভালো। তবে সিলভার বেশি হালকা।,Alusafe Aluminum Pudding Box with Lid 19 CM (19*7 CM),Cookware,Happy,Daraz,Positive,5
1.0,"My Order  colour rose good but
Delivery Blu One Refund my money",CURREN 9072 Watches for Women Fashion Quartz Watch Thin Clock Female montre femme,Watches,Anger,Daraz,Negative,12
5.0,"Alhamdulillah its fantastic, within the day, it was delivered.Delivery men were polite.Very good services.",Samsung 465 Liters Twin Cooling Non-Frost Refrigerator (RT47),Refrigerators,Happy,Pickaboo,Positive,16
5.0,"I have got the same product, quality was topnotch 👍",SamiaCrafts Ladies Fabric Hand and Shoulder Bag With Zipper,Bags,Happy,Daraz,Positive,9
4.0,wow! this product is very quality full. I am satisfied by using this product.,Girls High Hill Weightless Women Fashionable Full Stone Shoes - Shoe For Women - Shoe For Women,Shoes,Happy,Daraz,Positive,14
5.0,"Got the delivery within 1 day inside dhaka, thanks to pikaboo and samsung.",Samsung 43 Inch Crystal 4K UHD HDR Smart TV (43BU8000),Television,Happy,Pickaboo,Positive,13
1.0,বাল দেখাই সুন্দর তারপর খারাপ জিনিস দেই,হাতে তৈরি dulna প্রাপ্তবয়স্ক দড়ি বিছানা ঝুলন্ত dulna সব মানুষের জন্য বড় সুইং দড়ি বিছানা রতন dulna ব্যবহার - dolna,"Tools, DIY & Outdoor",Anger,Daraz,Negative,7
5.0,সুন্দরভাবে কাজ করছে। দুই দিন হল ব্যবহার করছি। মনে হচ্ছে ভালোই চলবে। ব্যবহার করা সহজ।,SKE POE 432P Mini DC UPS 25Watt 5v 9v 12v & PoE support 15/24v,Computer Components,Happy,Daraz,Positive,15
1.0,Product received but inside the packed it was broke. And not working my x96 TV box.,"Remote Control For MXQ, MXQ Pro 4k,TX6,TX3 min,T99X,T95M,T95M Android Tv Box",Tv & Video device,Sadness,Daraz,Negative,16
5.0,"ওয়াও এতো কম টাকায় এতো সুন্দর শাড়ী ভাবাই যায় না ।
আমার খুব পছন্দ হয়েছে",multicolor Soft cotton Saree For Women Without Blouse Pieces,Traditional_Clothing,Love,Daraz,Positive,14
4.0,"ধন্যবাদ দারাজ কে, যেমন টা চেয়েছি তেমন পেয়েছি 
কিন্তু ডেলিভারি চার্জটা ২০ টাকা করলে ভালো হয়.....!",32 In 1 Multipurpose Precision Screwdriver Disassemble Electronic Repair Tool,"Tools, DIY & Outdoor",Happy,Daraz,Positive,16
5.0,দাম হিসেবে চাদর গুলো ভালো সবাই নিতে পারেন তবে নেয়ার আগে অবশ্যই সেলার সাথে চ্যাট করে কনফার্ম করে নিবেন যাতে ভালো জিনিস পাঠায়,Double (King) Size Bedsheet Cotton Blend Fabric Multicolor Print with two Pillow Covers,Bedding,Happy,Daraz,Positive,23
5.0,"এই হচ্ছে ফলাফল,পন্য ৭ দিনের মধ্যে ফেরত দেওয়া যায়।কী ভাবে ফেরত পাঠাবো তাই বলেন।",Auto Cut Circuit for DC 12V Charger to DC 12v Battery Charge Protection Circuit,"Tools, DIY & Outdoor",Sadness,Daraz,Negative,16
3.0,"dui din potato kinlam,2 din e ekta kore potato kata.why??",Diamond potato 1kg ± 25 gm,"Fruits, Meat & Frozen",Sadness,Daraz,Negative,12
5.0,Delevary ato delay ar draz a kechu oder korar echa kora n,Exclusive Salon Fashion Professional Round Hair Brush,Hair Care,Happy,Daraz,Positive,12
5.0,ডেলিভারি যদিও দেরিতে দিছে কিন্তু পন্য অরিজিনাল,Carat 2Pcs/3Pcs/Set Women Watch Bracelet Kit Round Dial Shiny Rhinestones Inlaid Roman Numerals Decorative Gift Lady Quartz Wristwatch,Watches,Love,Daraz,Positive,7
1.0,"Bought 02 packets but one packet is totally airlessness, i understood that daraz doesn't have checking point. 
All products are worst quality.",Diploma Instant Full Cream Milk Powder - 500gm,Dairy & Eggs,Anger,Daraz,Negative,23
5.0,"এখনো চেক করতে পারিনি তবে ভালো বলে মনে হচ্ছে
মেপে দেখেছিলাম ৪৩ গ্রাম করে ওজন আছে এক একটা ব্যাটারির",পাওয়ার সরঞ্জামের জন্য 3.7 mah 2600 li আয়ন রিচার্জেবল ব্যাটারি 5c ডিসচার্জ রেট লি-আয়ন ব্যাটারি - 6 volt battery - Minimalistic Sophistication,"Tools, DIY & Outdoor",Happy,Daraz,Positive,19
1.0,"dam onujai Mal think ase
kintu picture ar sathe mil nai",Bangladesh World Cup Jersey - Cricket Jersey Bangladesh Cricket Jersey 2023,Team Sports,Sadness,Daraz,Negative,11
5.0,আলহামদুলিল্লাহ। সেলার ভাইকে ধন্যবাদ ভালো‌ প্রোডাক্ট দেওয়ার জন্য। প্যাকেজিংও অনেক ভালো ছিলো। সেলারের ব্যবহারও অনেক ভালো।,USB Powerful Rechargeable Flexible Mini Portable Fan with LED Light,Fans,Happy,Daraz,Positive,16
4.0,Use korechi emnite cool and refreshing feel hoy. Oil control eo kaj Kore. Local shop theke kom dame peyechi. Chaile apnarao use kore dekhte paren.,Studio X Oil Clear Facewash for Men 100ml (30gm Men's Brightening Cream FREE),Men's Care,Happy,Daraz,Positive,25
5.0,vlo product but price ta ekto besi. anyway thanks for give me chocolate.,Motorcycle CHEST GUARD Winter Protection For All Biker,Motorcycle Riding Gear,Sadness,Daraz,Negative,13
5.0,"using for last one month. 
original product. 
but can't see any improvement 😔",Beard Growth Solution Oil for Men - 30Ml,Men's Care,Sadness,Daraz,Negative,13
5.0,khub e quality sompurno akta products.... hate paici ajke.... onek valo lagce amar 🙂.... ami ata sobaike recommend korci.... and seller service o valo paici onek 🥰,EverToner Leather Car Key Holder Wallets Men Keys Organizer Women Keychain Covers Zipper Key Bag,Men Bags,Love,Daraz,Positive,25
5.0,soft and very good quality. in this price get premium goods. Thank you.,Eye Mask for Sleeping 3D Soft Comfortable Sleeping Eye Mask Eyeshade Travel Mask for Awesome Sleep Women Men Blindfold,Travel Bags,Happy,Daraz,Positive,13
5.0,One of the best earphone in this price range with great quality.,UiiSii HM13 In-Ear Earphone,Wired Headphone,Happy,Pickaboo,Positive,12
5.0,অর্ডারের ৩ দিন পর পেয়েছি। সঠিক সাইজ এবং সুন্দর।,"Baby Bath Tub, Baby BathTub- Red",Baby Personal Care,Happy,Daraz,Positive,9
1.0,বড় আলু গুলোর ভিতরে নষ্ট।,Diamond potato 1kg ± 25 gm,"Fruits, Meat & Frozen",Sadness,Daraz,Negative,5
5.0,"অসাধারণ একটি ওয়াচ🥰 অসংখ্য ধন্যবাদ প্রিয় সেলার কে।
ছবিতে এতটা সুন্দর বুঝা যায়না যতটা সরাসরি দেখা যায়।",CURREN 9004 Quartz Watch for Women - Golden and White,Watches,Happy,Daraz,Positive,17
5.0,Excellent and High Quality. Took a bit to get delivered. Highly recommended.,MARSRIVA KP3 10000mAh Smart Mini DC UPS for Router,Computer Components,Love,Daraz,Positive,12
5.0,Original product. Packaging was very good. Delivery process was also fantastic. Love it 😍,"Samsung UA32N4010AR LED HD TV 32"" Series 4 - Black (official samsung electronics Warranty )",Televisions,Happy,Daraz,Positive,13
5.0,Reviewing it after using it for a while. Battery backup and the fan speed is satisfactory. Thanks to the seller.,New Rechargeable Folding Table Fan with Led Light,Fans,Happy,Daraz,Positive,20
5.0,shampoo tar packing ta aro valo hote parto...ektu ber hoye geche..any ways beshi somossa na..ok,Studio X Anti Dandruff Shampoo for Men 175ml (75gm Soap Free),Men's Care,Sadness,Daraz,Negative,18
5.0,"Amar kase maskara ta  akto dry mone hoisay,",PINKFLASH E08 Waterproof Day Mascara (7ml),Makeup,Love,Daraz,Positive,8
5.0,সকালে অর্ডার করে সন্ধ্যায় পেয়েছি। প্যাকেজিং এভারেজ ছিল।,Studio X Oil Clear Facewash for Men 100ml (30gm Men's Brightening Cream FREE),Men's Care,Happy,Daraz,Positive,8
5.0,thanks to seller and also thanks to darZ. recommend it to everyone.its really good.and also cheaper.,DDR3 4GB 1600MHz / PC3L-12800s CL11 204Pin SODIMM Laptop Ram With 02 Year Replace Warranty (Mixed Ram),Computer Components,Happy,Daraz,Positive,18
5.0,sob thik ache bt face wash ta price onujai choto,LAIKOU skin care product Japan Sakura Cleanser Face Wash - 50g,Skin Care,Sadness,Daraz,Negative,10
5.0,"Good quality, nicely packaged, I want to buy another color again.",LouisWill Women Watches Fashion Watches Casuals Quartz Watches Round Dial Watches 30M Waterproof Watches Alloy Thin Strap Business Wristwatch with Watch Adjuster for Women,Watches,Love,Daraz,Positive,11
3.0,Product was okay.👍 But they should take care about the delivery packaging. Didn't expect this type of poor packaging.😅,"Dettol Soap Pack of 4 Variants (75gm x 4)- Original, Skincare, Cool, Fresh Bathing Bar Soaps",Bath & Body,Anger,Daraz,Negative,20
5.0,The product is authentic and there is no problem regarding the quality,A4Tech 4200N V-Track 2.4G Wireless Bangla Keyboard with Wireless Padless Mouse,Keyboard & Mouse,Happy,Pickaboo,Positive,12
5.0,যেমনটা আশা করেছিলাম তেমনটাই পেয়েছি। ধন্যবাদ কথা এবং কাজে মিল থাকার জন্য।,Custom Name And Photo Printed Premium Wooden Key Ring,Car Interior Accessories,Happy,Daraz,Positive,12
5.0,এতো সুন্দর ঘড়িটা কি বলবো! 🥰,CURREN 9017 Casual Analog Quartz Watch for Women,Watches,Love,Daraz,Positive,5
5.0,"it’s really so good product 💕 i specially brought for curl hair , It's works so perfectly",Kemei KM 1213 - 3 in 1 Professional Hair Straightener Wave Curler,Beauty Tools,Happy,Daraz,Positive,17
5.0,"অসাধারণ একটি প্রোডাক্টস।। একমাস ইউজ করার পর আজ রিভিউ দিলাম। সেলার রেসপন্স অসাধারণ। ভালো মানে একটি প্রিন্টার দেয়াতে অনেক ধন্যবাদ সেলারকে।

Fully Recommended!  10/10",HP DeskJet Ink Advantage 2775 All-in-One Printer,Printers,Love,Daraz,Positive,25
5.0,"চাইছি এক ডিজাইন জেটা আপনারা প্রোফাইল এ দিয়া রাখছেন  ,,,,কিন্তু দিছেন অন্য ডিজাইন এর,, এটা মোটেও কাম্য নয়,,",Handlebar end Grip Side Mirror for Motorcycle. Universal Looking glass. Black 1306,Motorcycle Parts & Spares,Sadness,Daraz,Negative,18
5.0,"Today morning i received the trimmer, it is pretty good. I think this is great product in budget. Thank you pickaboo. I am totally satisfied.",HTC AT-538 Hair & Beard Trimmer For Men,Shaver & Trimmer,Happy,Pickaboo,Positive,25
5.0,দারুন একটা প্রডাক্ট পেয়েছি ৩টি মোডে চলে সেলারের ব্যবহার অনেক ভাল। প্রডাক্টটি নিতে পারেন,Mini USB Lithium Battery Rechargeable Hand Fan,Fans,Love,Daraz,Positive,14
5.0,Very good congratulations recommend the seller!!,M19 Headset TWS Earphone Intelligente Touch Control Wireless Bluetooth Compatible Headphones Waterproof LED Display With Mic,Audio,Happy,Daraz,Positive,6
5.0,good product 👍. sound quality good,K07 Transparent Mecha Music Speakers Bluetooth-compatible 5.0 USB Wireless Stereo Loudspeaker Hands-free Call 600mAh for Holiday,Gaming Console,Love,Daraz,Positive,5
5.0,"One of the best neckband I have ever used. Sound quality is up to the mark, Worth of money!",OnePlus Bullets Wireless Z2,Headphone,Happy,Pickaboo,Positive,19
5.0,realme  phone daraz theke valo price kinte pari....,Realme GT Master Edition 8GB RAM/128GB ROM Mobile Phone 65W Super Dart Charge 4300mAh Battery - Smartphone,Smart Phones,Love,Daraz,Positive,8
5.0,দুই দিনের মধ্যে ডেলিভারি পেয়েছি। খাওয়াও শুরু করেছি। এখন দেখার বিষয় কেমন ফলাফল পাই। ডেলিভারি ম্যান এর ব্যবহার ভালো ছিল ❤️,Milk Shake For Healthy 1packet Milk Shake Elite Corporation Original Guaranteed,Dairy & Eggs,Happy,Daraz,Positive,20
5.0,"Overall experience is fantastic. The smart watch is really smart! Very smooth, nice AMOLED display, Always on Display Mode, and lots of features. Highly satisfied.",Noise NoiseFit Halo AMOLED Smart Watch with Calling Feature,Smart Watch,Happy,Pickaboo,Positive,25
5.0,খুবই ভালো মানের উন্নত কড। দাম তুলনামূলক ভাবে কম।,1:3 AV Cable For Connecting Android TV Box To CRT TV,Tv & Video device,Love,Daraz,Positive,9
1.0,"সব গুলাই নষ্ট ছিলো
কেউ নিয়েন না
আমার মতো ধরা খাবেন",Diamond potato 1kg ± 25 gm (CTG),"Fruits, Meat & Frozen",Fear,Daraz,Negative,11
4.0,"GOOD,i say them that give me pink colour,but they give blue and green,but dulna was very strong and good",Hand Made Dulna Adult Rope bed Hanging Dulna Use For All People Large Swing Rope bed Rattan Dulna,"Tools, DIY & Outdoor",Happy,Daraz,Positive,22
4.7,Cheap price and good quality,"Redmi 21.45"" Full HD Monitor",Monitor,Happy,Pickaboo,Positive,5
5.0,Thanks alot for my beautiful product.....love you daraz,Carat 2Pcs/3Pcs/Set Women Watch Bracelet Kit Round Dial Shiny Rhinestones Inlaid Roman Numerals Decorative Gift Lady Quartz Wristwatch,Watches,Love,Daraz,Positive,9
1.0,"সাইজ অনেক ছোট, যেমনাটা দেখাইছে তার চেয়ে অনেক ছোট","Non Stick Milk ,Tea Cooking Pot,500ml-Red 8 Size",Cookware,Sadness,Daraz,Negative,9
5.0,Best Quality and best Price... so nice products ❤️👍,USB Powerful Rechargeable Flexible Mini Portable Fan with LED Light,Fans,Love,Daraz,Positive,8
5.0,I have ordered 2 and paid the amount 2..but they gave me only 1...is this a flagship store??🤬🤬🤬🤬,Beard Growth Solution Oil for Men - 30Ml,Men's Care,Anger,Daraz,Negative,20
5.0,Same as picture & gd quality. . .,New exclusive designed high quality china lilen computer work nayra kat readymed 3 pic for women.,Traditional_Clothing,Love,Daraz,Positive,5
5.0,Just awesome  both price & quality!,Cotton Short Sleeves Ladies' Long T-Shirt - T Shirt For Women,Western Wear,Happy,Daraz,Positive,5
5.0,"আলহামদুলিল্লাহ খুভ ভালো একটা প্রডাক্ট, অসাধারণ তারাতাড়ী ডেলিভারি। ধন্যবাদ সেলরকে এবং দ্বারাজকে","Office Bag for Men black color, Laptop Bag for Men Black Color, Formal Bag for Men, 4G Bag Black Color, 4 Way usable Bag for Men, Black Color",Men Bags,Happy,Daraz,Positive,12
5.0,"Hair absorbent ঠিক যেমনটা ছেয়েছিলাম তেমনটাই পেয়েছি,,,, কাপর টাও খুব ভাল,,,,",Fast Drying Hair Absorbent Towel Turban Wrap Soft Shower Bath Cap,Bath,Happy,Daraz,Positive,11
4.7,Product is very good and original Sony Bravia. Fast delivery.,Sony 43 Inch LED Full HD HDR Smart TV (43W660F) - Black,Television,Happy,Pickaboo,Positive,10
5.0,ek kothay osadharon.thank you so much daraz k and seller Vai k.,Stylish Sunglasses For Men - Sun Glass For Men,Sunglasses,Love,Daraz,Positive,13
5.0,"৪০%ভাউচার ১০%ক্যাশব্যাক দারাজ কয়েন সব মিলিয়ে ২কেজি ৭৭০টাকা পড়ছে🥰 
প্যাকেজিং টা আরও ভালো করতে হবে। 
ধন্যবাদ দারাজকে।",Arla Dano Daily Pushti Milk Powder 500g,Dairy & Eggs,Happy,Daraz,Positive,19
5.0,original product & first delivery,Pond's Facial Scrub Nourishing 100g,Skin Care,Love,Daraz,Positive,4
5.0,Excellent refrigerator with reasonable price. Alhamdulillah. Thanks to seller and Paperfly 🙌❤️,SAMSUNG RB21KMFH5SK/D3 Refrigerator With Digital Inverter 218 Liter,Refrigerators,Love,Daraz,Positive,11
5.0,besh Bhalo. speed 40 mbps. ken ja ekta leather pocket dise😅.but product is very good,CASIFY EN01 2.5 inch Hard Drive Enclosure USB 3.0 to SATA III for 2.5 Inch SSD HDD 9.5mm 7mm External Hard Drive Case Support Max 6TB with UASP,Storage,Happy,Daraz,Positive,16
5.0,"quality tulonae dam beshi, R akebare cikon rosshi, baje akta",হাতে তৈরি dulna প্রাপ্তবয়স্ক দড়ি বিছানা ঝুলন্ত dulna সব মানুষের জন্য বড় সুইং দড়ি বিছানা রতন dulna ব্যবহার - dolna,"Tools, DIY & Outdoor",Anger,Daraz,Negative,10
1.0,"worst size.. . 2""o na",1pcs Square style Cartoon Women Coin Purse Mini Cute Oval Zipper Girl Coin Wallet,Women Bags,Anger,Daraz,Negative,5
5.0,"দাবা বোর্ডে একপাশে হয়তো সাদা স্কেচ ছিলো, কিন্তু গুটিগুলো সম্পূর্ণ পারফেক্ট। প্র্যাকটিসের জন্য টোটালি সেটিস্পাইট। ধন্যবাদ। ❤️",Chess Board - Black and White (Small 18 inch),Traditional Games,Happy,Daraz,Positive,16
5.0,valo babai paichi kintu amar lagba na karo lgla boilan,Universal Suction tool for Printer Cartridge/ Printer Cartridge Head Cleaning Tool Kits for HP Canon Inkjet Printer Cartridge Ink Cartridge Repair Kit,Printers,Happy,Daraz,Positive,10
3.5,"Found the genuine product, but the box was not sealed. Price was higher then the local market",Philips HP8321/00 Essential Care Straightener,Hair Straighteners,Sadness,Pickaboo,Negative,17
1.0,Send a damaged product. It is not working. Waste of money.,Type C to Micro USB Converter Type C Female to Micro USB Male Adapter,Trendy Mobile Accessories,Anger,Daraz,Negative,11
5.0,"আলহামদুলিল্লাহ, বরাবরের মতো সবকিছুই ঠিকভাবে পেয়েছি। লোকাল মার্কেট থেকে দারাজে অবশ্য অনেকটা কম দামে পাওয়া যায়। আপনারাও সবজি-ফল দারাজ থেকেই ক্রয় করুন।",Diamond potato 1kg ± 25 gm (CTG),"Fruits, Meat & Frozen",Happy,Daraz,Positive,23
5.0,"এক নম্বর বা দুই নাম্বার বলে বর্ণনা করবো না, আমার কাছে অনেক ভালো লেগেছে ধন্যবাদ বিক্রেতাকে",Mustard flower honey 1 kg,Breakfast,Happy,Daraz,Positive,16
5.0,"ধন্যবাদ দারাজকে , প্রথম অডার টা ভালো পেয়েছি।🥰
সেলার ও খুব ভালো ছিল। 😊",Fashionable Gas Lighter Gas Refillable - 1Pcs,Car Parts & Spares,Happy,Daraz,Positive,12
5.0,"কোনো ওয়ারেন্টি কার্ড নেই।।
ওয়ারেন্টি কার্ড কোথা থেকে কালেক্ট করবো??",Sharp Microwave Oven R-20A0(S)V 20 Liters - Silver,Microwaves,Sadness,Daraz,Negative,10
5.0,Excellent product . Same as picture . Thanks to Daraz and the seller 🥰🥰.,মিনি হ্যান্ডহেল্ড ওয়াটার মিস্ট স্প্রে কুলার ইউএসবি রিচার্জেবল কুলিং ফ্যান,Fans,Love,Daraz,Positive,11
5.0,Very good quality mouse. Found properly sealed. Authentic product. Product ta j overseas product quality dekhlei bujha jay. Premium quality .,Lenovo Xiaoxin Plus Bluetooth Mouse Mute Button Light Sound Portable Office Game Universal Charging Mouse,Computer Accessories,Love,Daraz,Positive,20
4.0,good product but colour jeta select korechi oita dewa hoy ni,Captivating Make - Future 09 Lights for Kids and Musical Toys Cars Bed Its Light Music Non Stop 360 Rotation - Offering value and flexibility,Remote Control & Play Vehicles,Happy,Daraz,Positive,11
3.0,"প্রোডাক্ট কোয়ালিটি মোটামুটি। ভারী ধরনের কাজ করা যাবে না। ছবিতে দেখলেও যদি বক্সটি অনেক বড় মনে হয় কিন্তু বাস্তবে সাইজ 4"" ।",32 In 1 Multipurpose Precision Screwdriver Disassemble Electronic Repair Tool,"Tools, DIY & Outdoor",Sadness,Daraz,Negative,21
5.0,খুব সুন্দর। যেমন টা চাইছি তেমন পাইছি।,CURREN 9052 Stainless Steel Watch for Women,Watches,Love,Daraz,Positive,7
3.0,দাম কমাতে হবে আরও ২০-২৫ টাকা । ভালো পণ্য ।,1pcs Square style Cartoon Women Coin Purse Mini Cute Oval Zipper Girl Coin Wallet,Women Bags,Sadness,Daraz,Negative,9
4.0,Book was good but the price could be lower. Fast delivery. No complaints.,Atomic Habits,Books,Happy,Daraz,Positive,13
5.0,আলু প্যাকেজিং ভালো ছিল।  কিন্তু পচা ছিল কিছু।,Diamond potato 1kg ± 25 gm,"Fruits, Meat & Frozen",Sadness,Daraz,Negative,8
5.0,original product. On time delivery.,Mobil 1 0W-20 4L - Advanced Full Synthetic Engine Oil,Engine Oil,Love,Pickaboo,Positive,5
5.0,thank you so so much😊😊 watch ta amr khub Vlo lgse ar colour Tao sundor..ar packing to 💯😊,মহিলাদের জন্য curren 9017 রোজ গোল্ড স্টেইনলেস স্টিলের অ্যানালগ ঘড়ি-রোজ গোল্ড এবং সাদা রঙের,Watches,Happy,Daraz,Positive,18
3.0,প্রাইস হিসেবে ঠিক আছে কিন্তু এতো হালকা কাজে লাগবে কিনা সন্দেহ আছে,mini tea frai pan ss quality,Cookware,Happy,Daraz,Positive,12
5.0,Great sound quality. Good for regular use. Battery backup awesome. Recommended.,Anker Soundcore R50i TWS Earbuds,Earbuds,Happy,Pickaboo,Positive,11
4.0,Thank you Daraz & Electro World Corporation for fast delivery and well packaging of the AC.,Midea 1.5 Ton Non Inverter Ac Split Type Air Conditioner 5 Year Compressor Official Warranty,Air Conditioners,Happy,Daraz,Positive,15
3.0,"Fine for the price, but it's not portable and needs to be always connected with a power source to use...",260ML Air Humidifier USB Mini Portable Aroma Essential Oil Diffuser Perfume Sprayer Purifier Atomizer LED Light for Home Car,Cooling & Heating,Sadness,Daraz,Negative,21
5.0,"it is exactly the same I want happy to writing this comment, thanks to  seller and the daraz",Embrodary printed niqab for muslim women one part niqab nose niqab trend iteam hijabs,Muslim Wear,Happy,Daraz,Positive,18
3.0,"Jemon vabchi Temon na.. Tobe motamuti valo.
R Pocket kom.. Card Pocket aro thakle valo hoto.",short Leather Wallet Money bag,Bags,Happy,Daraz,Positive,16
4.0,"BOX e লিখা ছিল 32 ,,but 30ta screw driver ase😂😂😂😂HANDLE টা আরো বড় আশা করেছিলাম।।।।",32 In 1 Multipurpose Precision Screwdriver Disassemble Electronic Repair Tool,"Tools, DIY & Outdoor",Sadness,Daraz,Negative,16
5.0,"it's good enough. 
nice smell. 
thanks a lot seller.
&
Daraz too...",HE Advanced Grooming Power On The Go Pocket Perfume - 18ml,Fragrances,Happy,Daraz,Positive,12
3.0,"fittings not so good

product quality good","Experience Luxurious Comfort with the Kashmir Gold Exclusive 56"" Ceiling Fan: 04 Blades of Elegance Backed by a 10-Year Repless",Fans,Happy,Daraz,Positive,7
4.0,"প্যাকেজিং বেশ ভালো ছিল। দামের দিক বিবেচনা করলে টিভিটি ভালো বলা যেতে পারে, তবে সাউন্ড কোয়ালিটি একেবারেই  বাজে।",VIKAN 24 INC LED TV 4K VIDEO SUPPORTED,Televisions,Sadness,Daraz,Negative,18
5.0,অনেক জোস একটা মাসকারা । অনেক ভলিউম দেয়। লেস যতটা বড় এটা আরো বড় করে দিছে লেসকে। খুব ভালো লেগেছে আমার কাছে।,Technic Mega Lash Water Resistant Mascara - 12ml,Makeup,Happy,Daraz,Positive,21
1.0,"effective product. very useful.

I had to return one product. it was not working.",CASIFY EN01 2.5 inch Hard Drive Enclosure USB 3.0 to SATA III for 2.5 Inch SSD HDD 9.5mm 7mm External Hard Drive Case Support Max 6TB with UASP,Storage,Sadness,Daraz,Negative,14
5.0,"Original product at low price. Thank you, Pickaboo",ESET Internet Security 1 User 1 Yea,Software & Antivirus,Love,Pickaboo,Positive,8
5.0,খুবই ভালো প্রডাক্ট।  প্রায় ৩ মাস ব্যবহার করে রিভিউ দিলাম। হাইলি রেকোমেন্ডেড।,Pond's Men Facewash Lightning Oil Clear Icy Scrub 100g,Skin Care,Love,Daraz,Positive,12
5.0,"good product 🖤

কিন্তু প্রোডাক্টের তুলনায় দামটা বেশি হয়ে গেল না।",K07 Transparent Mecha Music Speakers Bluetooth-compatible 5.0 USB Wireless Stereo Loudspeaker Hands-free Call 600mAh for Holiday,Home Audio,Happy,Daraz,Positive,10
5.0,"সুন্দর আমার ছেলে খেলা করছে।ধন্যবাদ সেলার, দারাজ, এবং ডেলিভারি ম্যান কে।","39 Pcs Battery Operated Big Size Simulation Bullet Train With Tree, Bridge & other accessories full train set for Children - car toy",Remote Control & Play Vehicles,Happy,Daraz,Positive,12
5.0,masha allah! it is really good in such a low price! dont miss it just buy!,SAS DU-21B 21'' Soprano Ukulele Hawaii Mini Guitar Ukulele 12 Fret,Media & Music,Happy,Daraz,Positive,16
5.0,Good 👍159tk porse 1ta book. Delivery free chilo. Overall Valo.4th number je pic ta diyechi ota bojhanor jonno je kamon size er hobe.,"Just believe in yourself -Notebook (7.5""/5.5""size, 60 sheet,120 page)",Stationery & Craft,Happy,Daraz,Positive,24
5.0,Bought it before twice. Those were as good as new. It makes book lovers happy. Recommended.,Magnetic Bookmark (Almond Blossom),Stationery & Craft,Happy,Daraz,Positive,16
