orig_id,post,aspect,polarity,pred_aspect,pred_sentiment,aspect_true,sent_true,aspect_pred,sent_pred,fw_status_code,fw_raw_text,fw_error,aspect_correct,sentiment_correct,both_correct
91,শুরু থেকেই পথহারা বাংলাদেশ ব্যাটসম্যানরা।,sports,negative,sports,negative,sports,negative,sports,negative,200,"{""aspect"":""sports"",""sentiment"":""negative""} ",,1,1,1
8902,এই দেশ তো তোমাদেরই,other,positive,other,negative,other,positive,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,0,0
282,এবার পুরো আসন আর কি!,politics,neutral,other,negative,politics,neutral,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,0,0,0
3057,ফর্ম বিবেচমায় তাহলে বায়ার্নকে টপকিয়ে বার্সা কিভাবে যায়.?,sports,neutral,sports,negative,sports,neutral,sports,negative,200,"{""aspect"": ""sports"", ""sentiment"": ""negative""} ",,1,0,0
1617,অবৈধ সরকারের উন্নতি সন্ধ্যার পরে মোমবাতি,politics,negative,politics,negative,politics,negative,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,1,1
2235,আবেগের অপর নাম মাশরাফি!!!,sports,neutral,sports,positive,sports,neutral,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,1,0,0
8174,ইমাম ইবনুল কাইয়ুম রাহিমাহুল্লাহর রাসূল সাল্লাল্লাহু আলাইহি ওয়াসাল্লামের চিকিৎসা নামক বইয়ে পড়লাম এটা রাসূলের একটি সুন্নাহ।,religion,positive,religion,positive,religion,positive,religion,positive,200,"{""aspect"": ""religion"", ""sentiment"": ""positive""} ",,1,1,1
2673,এই খানকীর স্কুলে শিক্ষকতা করার কোন যোগ্যতা নাই,other,negative,other,negative,other,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,1,1
1033,অভিযোগ আজহার উদ্দিনকে নিয়ে আর অভিযোগকারী গৌতম গম্ভীর কিন্তু হলুদ রিপোর্টার ছবি দিয়েছে আকরাম খানের,sports,negative,politics,negative,sports,negative,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,0,1,0
5469,কাদের সিদ্দিকীরা যুদ্ধে ছিলেন ব্যক্তিগত স্বার্থের জন্য,politics,negative,politics,negative,politics,negative,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,1,1
7396,ক্রিকেট পাড়ায় সাকিব ফিরে আসবে তাকে হয়তো ফিরে পাবো,sports,neutral,sports,positive,sports,neutral,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,1,0,0
5151,এ না হলে কিসের ইমান!!!???,religion,negative,religion,negative,religion,negative,religion,negative,200,"{""aspect"": ""religion"", ""sentiment"": ""negative""} ",,1,1,1
3048,ব্রাজিলের সাবেক তারকা রোনালদো তার পছন্দের ৫ জন প্লেয়ারের নাম বলেছে সেটা নিয়ে মেসি ফ্যানরা পাগল হয়ে গেছে।,sports,negative,sports,negative,sports,negative,sports,negative,200,"{""aspect"":""sports"",""sentiment"":""negative""} ",,1,1,1
1477,মাননীয় প্রধান মন্ত্রী পাপনের পদ ত্যাগ চাই এবং দল থেকে বহিস্কার হইলে কিন্তু ওর দাফনের জন্য ওর লাশ টাকেও খুজেঁ পাবেন না,sports,negative,politics,negative,sports,negative,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,0,1,0
8296,চরিত্রহীনরাই ধর্মের ব্যবহার বেশি করে।,religion,negative,religion,negative,religion,negative,religion,negative,200,"{""aspect"": ""religion"", ""sentiment"": ""negative""} ",,1,1,1
505,এটা খুব ভাল এবং যুগোপযোগী সিদ্ধান্ত হবে,other,positive,other,positive,other,positive,other,positive,200,"{""aspect"": ""other"", ""sentiment"": ""positive""} ",,1,1,1
41,গ্রেনেড হামলা কেউ চায়না,other,positive,politics,negative,other,positive,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,0,0,0
1367,"আমরা সাকিবের অপেক্ষায় থাকলাম, যতই রাজনীতিতে ব্যস্ত হন না কেন ক্রিকেটের পাশে সব সময় আপনাকে চাই",sports,positive,sports,positive,sports,positive,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,1,1,1
4726,বস আপনাকে বিসিবির সভাপতি হিসেবে দেখতে চাই।,sports,positive,politics,positive,sports,positive,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,0,1,0
3446,জাতীয় পার্টির মনোনয়নপত্র বিতরণ সোমবার,politics,neutral,politics,neutral,politics,neutral,politics,neutral,200,"{""aspect"": ""politics"", ""sentiment"": ""neutral""} ",,1,1,1
4030,এই শালায় কি মুসলিম?,religion,negative,religion,negative,religion,negative,religion,negative,200,"{""aspect"": ""religion"", ""sentiment"": ""negative""} ",,1,1,1
3923,ভাল সিদ্ধান্ত হয়েছে,other,positive,other,positive,other,positive,other,positive,200,"{""aspect"": ""other"", ""sentiment"": ""positive""} ",,1,1,1
6969,সেটাই দাবী আদায়ের উওম পথ।,other,positive,other,neutral,other,positive,other,neutral,200,"{""aspect"": ""other"", ""sentiment"": ""neutral""} ",,1,0,0
3618,"এদের, দিয়ে আন্দোলন, হবে না",politics,negative,politics,negative,politics,negative,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,1,1
6293,দলীয় সরকারের অধীনে কোন নির্বাচন নিরপেক্ষ হবে না,politics,negative,politics,negative,politics,negative,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,1,1
7000,তুই চোর শালা,other,negative,other,negative,other,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,1,1
7316,ভাষনের সাথে সাথেই জুতা মারা উচিত?,politics,negative,other,negative,politics,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,0,1,0
1370,তোমার জন্য আমি ক্রিকেট খেলা দেখি আই লাভ ইউ বস।,sports,positive,sports,positive,sports,positive,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,1,1,1
1031,আওয়ামী লীগ জনগণ কে ভয় পাই,politics,negative,politics,negative,politics,negative,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,1,1
1450,কুচে সাপ খাওয়া কি জায়েজ,religion,neutral,religion,negative,religion,neutral,religion,negative,200,"{""aspect"": ""religion"", ""sentiment"": ""negative""} ",,1,0,0
3657,"করোনা ভাইরাসের  সাথে কোলাকুলি করতে বলেন,  আগামী বিশ্বকাপ জিততে পারবে হয়তো!!",sports,neutral,sports,positive,sports,neutral,sports,positive,200,"{""aspect"":""sports"",""sentiment"":""positive""} ",,1,0,0
6867,হুজুর বেতের নামাজ পড়ার পর কোন নামাজ পড়া যাবে কি,religion,neutral,religion,neutral,religion,neutral,religion,neutral,200,"{""aspect"": ""religion"", ""sentiment"": ""neutral""} ",,1,1,1
1087,নিয়ত মুখে উচ্চারন করতে হবে এই মরমে সহি হাদিস কেও দেখাতে পারবে এরকম বাপের বেটা আছে কেও,religion,neutral,religion,positive,religion,neutral,religion,positive,200,"{""aspect"": ""religion"", ""sentiment"": ""positive""} ",,1,0,0
3744,আফ্রিকান খ্রিষ্টানরাও এ প্রথা মেনে চলে বিশেষ করে মিশরে এবং ভারতের কিছু অংশেও এটা আছে ।,religion,neutral,religion,neutral,religion,neutral,religion,neutral,200,"{""aspect"": ""religion"", ""sentiment"": ""neutral""} ",,1,1,1
7515,"খালি মাঠ থাকবে কেন,এগারজন অন্তত থাকবে",other,positive,other,negative,other,positive,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,0,0
8830,"তখন মেসির সাথে নেইমার ছিলো,আর এখন কে আছে",sports,neutral,sports,negative,sports,neutral,sports,negative,200,"{""aspect"": ""sports"", ""sentiment"": ""negative""} ",,1,0,0
836,দেশের ১০ টা প্লেয়ার যদি আমার বডি হয় তবে ম্যাশ  হবে আমার প্রান।,sports,positive,sports,positive,sports,positive,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,1,1,1
3939,ড.কামাল জিন্দাবাদ,politics,positive,other,positive,politics,positive,other,positive,200,"{""aspect"": ""other"", ""sentiment"": ""positive""} ",,0,1,0
303,ক্যাপশনের শেষ লাইন টাই সাকিব কে আবার জেগে তুলবে আমি শিওর..,sports,neutral,sports,positive,sports,neutral,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,1,0,0
5,"রুহুল আমিন হাওলাদার নিজের আসনে কয়ভোট পাবে, সে নিজেও জানেনা।",politics,neutral,politics,negative,politics,neutral,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,0,0
8527,নিরপক্ষ তত্বাবধায়ক সরকারের অধিনে নির্বাচন চাই দিতে হবে,politics,positive,politics,negative,politics,positive,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,0,0
7594,কয়টা হাদীস পড়েছো??,religion,neutral,religion,neutral,religion,neutral,religion,neutral,200,"{""aspect"": ""religion"", ""sentiment"": ""neutral""} ",,1,1,1
6258,ইয়াহুদীরা মনে করতো শেষ নবী আসবে বনী ইসরাইলের বংশ থেকে কিন্তু কেন ইসমাইল (আ) এর বংশ থেকে আসলো,religion,neutral,religion,negative,religion,neutral,religion,negative,200,"{""aspect"": ""religion"", ""sentiment"": ""negative""} ",,1,0,0
7223,আল্লাহ তুমি ওদের বিচার কর,religion,positive,religion,negative,religion,positive,religion,negative,200,"{""aspect"": ""religion"", ""sentiment"": ""negative""} ",,1,0,0
8999,বাঘের গর্জন দিচ্ছেন মাহমুদুর রহমান মান্না সাবাস নেতা,other,positive,sports,positive,other,positive,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,0,1,0
5866,এরশাদের খালাত ভাই,politics,neutral,other,neutral,politics,neutral,other,neutral,200,"{""aspect"": ""other"", ""sentiment"": ""neutral""} ",,0,1,0
1807,আমি বলবো ভালোই।,other,positive,other,positive,other,positive,other,positive,200,"{""aspect"": ""other"", ""sentiment"": ""positive""} ",,1,1,1
344,"মেসি সমর্থক হয়েও দ্বীমত পোষণ করছি,কারন ফুটবল ইতিহাসের সেরা খেলোয়াড় মেসির পরেই এই রোনালদো",sports,negative,sports,positive,sports,negative,sports,positive,200,"{""aspect"":""sports"",""sentiment"":""positive""} ",,1,0,0
4792,ও শালা একটা পাগল,other,negative,other,negative,other,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,1,1
8928,সব র্মাকা দেখা শেষ হাত পাখার বাংলাদেশ।।।।,other,neutral,sports,negative,other,neutral,sports,negative,200,"{""aspect"": ""sports"", ""sentiment"": ""negative""} ",,0,0,0
6825,এই বই বুঝার যোগ্যতা নাস্তিকদের নেই তাই কুকুরের মত ঘেই ঘেই করে।,religion,negative,other,negative,religion,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,0,1,0
4895,এক মাস পর পালাবার জায়গা পাবেন না।,other,negative,other,negative,other,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,1,1
5741,৩০ ডিসেম্বর নির্বাচন চায় যুক্তফ্রন্ট,politics,neutral,politics,negative,politics,neutral,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,0,0
7582,প্রতিটা কেন্দ্র কঠোর ভাবে নিয়ন্ত্রন করতে হবে..,other,neutral,politics,negative,other,neutral,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,0,0,0
6579,সৈয়দ আশরাফের রোগমুক্তি কামনায় আ’লীগের দোয়া মাহফিল,politics,positive,religion,positive,politics,positive,religion,positive,200,"{""aspect"": ""religion"", ""sentiment"": ""positive""} ",,0,1,0
8753,"ক্রিস্তিয়ানো এক প্রতিবার নাম, মেসিও একজন সেরাদের সেরা",sports,positive,sports,positive,sports,positive,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,1,1,1
3881,ধৈর্য্যের ফল সুদুর প্রসারী,other,positive,other,positive,other,positive,other,positive,200,"{""aspect"": ""other"", ""sentiment"": ""positive""} ",,1,1,1
1224,জামাত শিবিরের পক্ষে সবাইকে অনেকঅনেক ছালাম,politics,positive,religion,positive,politics,positive,religion,positive,200,"{""aspect"": ""religion"", ""sentiment"": ""positive""} ",,0,1,0
4260,ভালো একটা খেলা উপহার দেওয়াতে আপনাদেরকে জানাচ্ছি অসংখ্য ধন্যবাদ।,sports,positive,sports,positive,sports,positive,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,1,1,1
2766,আমার তো আর দোজখ ছাড়া গতি নাই দ্যাখতেছি,religion,negative,other,negative,religion,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,0,1,0
5501,সাকিব ধর্মঘট এ নেতৃত্ব দেওয়ার জন্য সাকিবের সঙ্গে এমন কাজ করে পাপন'রা অন্য খেলোয়াড়দের বুঝালো তোমরা বেশী বাড়লে কী হতে পারে এই দেশে গুণীজনদের কদর না করা একটা ঐতিহ্য হয়ে গেলো মনে হচ্ছে।,sports,negative,sports,negative,sports,negative,sports,negative,200,"{""aspect"":""sports"",""sentiment"":""negative""} ",,1,1,1
3632,"বাংলাদেশের মিডিয়ার পক্ষ থেকে মেসিকে বিশ্ব কাপ দেওয়া হউক,",sports,positive,sports,positive,sports,positive,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,1,1,1
7155,নাগরিক অধিকার চাই,other,positive,politics,positive,other,positive,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,0,1,0
2298,তাইওয়ানের সঙ্গে সম্পর্ক ছিন্ন করল পাকিস্তান,politics,negative,politics,negative,politics,negative,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,1,1
2575,মালিকুল মউত কখন আসবে কেউ জানেনা,other,neutral,other,negative,other,neutral,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,0,0
105,সত্ত্বাবধায়ক সরকার ব্যবস্থা যদি পুনঃস্থাপন না করা হয় তাহলে সংলাপের ফলাফল হবে শূন্য,politics,negative,politics,negative,politics,negative,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,1,1
1438,এবার তোমাকে চিকিৎসা দেয়া হবে,other,positive,other,negative,other,positive,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,0,0
2844,"মাশরাফি কোটি মানুষের হৃদয়ের স্থান করে নিয়েছিল,কিন্তু রাজনীতি তে নয়।",sports,negative,sports,negative,sports,negative,sports,negative,200,"{""aspect"": ""sports"", ""sentiment"": ""negative""} ",,1,1,1
7102,আগামী নির্বাচন- বঙ্গবন্ধু বনাম শেখ হাসিনার নির্বাচন।,politics,neutral,politics,neutral,politics,neutral,politics,neutral,200,"{""aspect"": ""politics"", ""sentiment"": ""neutral""} ",,1,1,1
425,আসল খবর প্রকাশিত হল যুগান্তরের মাধ্যমে।,other,neutral,other,neutral,other,neutral,other,neutral,200,"{""aspect"": ""other"", ""sentiment"": ""neutral""} ",,1,1,1
8485,ইন শা আল্লাহ্‌,religion,positive,religion,positive,religion,positive,religion,positive,200,"{""aspect"": ""religion"", ""sentiment"": ""positive""} ",,1,1,1
5261,"ক্যাপ্টেনের চোখে জল আসতে নেই, তাই হয়তো বিদায়লগ্নেও জল আসেনি তাঁর চোখে।",sports,negative,sports,negative,sports,negative,sports,negative,200,"{""aspect"": ""sports"", ""sentiment"": ""negative""} ",,1,1,1
401,অাপনি কোন দলের নেতা?,politics,neutral,politics,negative,politics,neutral,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,0,0
6190,চাঁদপুর হাইমচর থেকে।,other,neutral,other,neutral,other,neutral,other,neutral,200,"{""aspect"": ""other"", ""sentiment"": ""neutral""} ",,1,1,1
3122,ম্যাশ এর নাম উচ্চারণ করার আগেই গা শিউরে উঠে এবং চোখ থেকে পানি ঝরে।,sports,neutral,sports,positive,sports,neutral,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,1,0,0
2863,যেহেতু অবিচার হয়েছে  একটি বিশ্বকাপ বানিয়ে মেসির বিদায়ী ম্যাচে সেটি উপহার হিসেবে দিতে পারে - তুমি পারোনি তাই বলে আমরা দিবনা,sports,negative,sports,negative,sports,negative,sports,negative,200,"{""aspect"":""sports"",""sentiment"":""negative""} ",,1,1,1
430,নাম ই তো বিকল্পধারা সুতরাং বিকল্প চিন্তা করবেন এটাই তো স্বাভাবিক।,other,neutral,other,neutral,other,neutral,other,neutral,200,"{""aspect"": ""other"", ""sentiment"": ""neutral""} ",,1,1,1
1749,আওয়ামীলীগ বিশাল এক জনপ্রিয় দল,politics,positive,politics,positive,politics,positive,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,1,1,1
4169,পাকিস্তান যে বাঘ সেটা তাদের সাহসই বলে দেয় পাকিস্তান বুক চিরে কথা বলে বিড়ালের মত নয়,other,positive,sports,negative,other,positive,sports,negative,200,"{""aspect"": ""sports"", ""sentiment"": ""negative""} ",,0,0,0
8832,সমঝোতায় আসলে দেশের এবং দেশবাসীর লাভ,other,positive,politics,positive,other,positive,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,0,1,0
1046,ভোট কেন্দ্র কত লাখ ॥॥,politics,neutral,politics,negative,politics,neutral,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,0,0
131,সেনাবাহিনী হত্যা কারি হাসিনার ফাঁসি চাই,politics,negative,politics,negative,politics,negative,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,1,1
7584,বিস্তারিত জানানোর জন্য অনুরুধ রইল।,other,positive,other,neutral,other,positive,other,neutral,200,"{""aspect"": ""other"", ""sentiment"": ""neutral""} ",,1,0,0
8418,জাতি আজ মুক্তি চাই,politics,positive,politics,negative,politics,positive,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,0,0
2802,কর দেয়া অবশ্যই উচিৎ,other,positive,politics,positive,other,positive,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,0,1,0
4257,মুখে উচ্ছারন করা বেদাত না,religion,negative,other,negative,religion,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,0,1,0
6420,"যত দিন শেখ হাসিনার হাতে দেশ,নিরাপদ বাংলাদেশ।",politics,positive,politics,positive,politics,positive,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,1,1,1
865,আপনাদের এখন কি করা উচিৎ জনাব ফকরুল সাহেব,politics,neutral,politics,negative,politics,neutral,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,0,0
3261,এই দেশে যদি কোন নেতা থাকে তার নাম মাশরাফি ।,sports,positive,politics,positive,sports,positive,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,0,1,0
2671,তার আঙুলের চোটের অবস্থা ক্রমেই উন্নতির দিকে।,sports,positive,other,positive,sports,positive,other,positive,200,"{""aspect"": ""other"", ""sentiment"": ""positive""} ",,0,1,0
397,হে আল্লাহ আপনি তাকে খমা করে দিন আল্লাহ হুয়াকবর আমিন,religion,positive,religion,negative,religion,positive,religion,negative,200,"{""aspect"": ""religion"", ""sentiment"": ""negative""} ",,1,0,0
5867,সব খেলোয়াড়কেই সমসাময়িক ভালো লাগে কিন্তু মুশফিক কে সবসময় ভালো লাগে।,sports,positive,sports,positive,sports,positive,sports,positive,200,"{""aspect"":""sports"",""sentiment"":""positive""} ",,1,1,1
963,কী আর বলবো এখানে মনুষ মেরে কি ধরনের মুমিন বোঝে আসেনা।,religion,negative,religion,negative,religion,negative,religion,negative,200,"{""aspect"": ""religion"", ""sentiment"": ""negative""} ",,1,1,1
8671,ক্রিকেট খেলে তোমরা যতই জনপ্রিয়তা অর্জন করো না কেন তোমাদের এটা ভুল সিদ্ধান্ত,sports,negative,sports,negative,sports,negative,sports,negative,200,"{""aspect"": ""sports"", ""sentiment"": ""negative""} ",,1,1,1
1289,"প্রিয় মাশরাফি তোমাকে বর্ণনা করার জন্য হাজার লাখো শব্দের প্রয়োজন নেই, তুমি একটি শব্দেই যথেষ্ট তা হচ্ছে এক টুকরো বাংলাদেশ!",sports,neutral,sports,positive,sports,neutral,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,1,0,0
2779,আলহামদুলিল্লাহ খুব সুন্দর,religion,positive,religion,positive,religion,positive,religion,positive,200,"{""aspect"": ""religion"", ""sentiment"": ""positive""} ",,1,1,1
3401,বার্সাকে আসলে পাড়ার টিম ভাবা হয়,sports,neutral,sports,negative,sports,neutral,sports,negative,200,"{""aspect"": ""sports"", ""sentiment"": ""negative""} ",,1,0,0
440,বাংলাদেশ জামায়ত শিবির চন্দনাইশের পক্ষথেকে আল্লামা সাঈদী ও বেগম জিয়ার মুক্তি চাই।,politics,positive,religion,positive,politics,positive,religion,positive,200,"{""aspect"": ""religion"", ""sentiment"": ""positive""} ",,0,1,0
2814,"৭ দল মানে মানে মাশরাফি,মাশরাফি মানে ১৬ কোটি ভালবাসা , সুবাশিস ছাড়া",sports,neutral,sports,positive,sports,neutral,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,1,0,0
1483,হাতপাখায় ভোট চাই,politics,positive,politics,negative,politics,positive,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,0,0
7815,ঈদের পর রোর্ডমার্চ,politics,neutral,other,negative,politics,neutral,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,0,0,0
513,খালেদা জিয়ার সালাম নিন আন্দোলনে যোগ দিন,politics,positive,politics,positive,politics,positive,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,1,1,1
3111,আমাদের দেশের কিছু আলেম আছে. তারা মনে করে া আমি যা বুঝি কেউ তা বুঝে না।,religion,negative,religion,negative,religion,negative,religion,negative,200,"{""aspect"": ""religion"", ""sentiment"": ""negative""} ",,1,1,1
5189,আগামীর বাদশাহ ইনশাআল্লাহ,other,positive,religion,positive,other,positive,religion,positive,200,"{""aspect"": ""religion"", ""sentiment"": ""positive""} ",,0,1,0
8374,উনার কারনে আমরা ইসলাম সম্পর্কে আরো ভালোভাবে জানতে পারছি।,religion,positive,religion,positive,religion,positive,religion,positive,200,"{""aspect"": ""religion"", ""sentiment"": ""positive""} ",,1,1,1
3331,এক হিন্দু বোনের প্রশ্নঃ মুসলিমরা মৃতদেহ কবর দেয় হিন্দুরা পুড়িয়ে ফেলে,religion,neutral,religion,negative,religion,neutral,religion,negative,200,"{""aspect"": ""religion"", ""sentiment"": ""negative""} ",,1,0,0
8585,সে মানুষ খারাপ হলেও কথাটি সুন্দর ।,religion,positive,other,neutral,religion,positive,other,neutral,200,"{""aspect"": ""other"", ""sentiment"": ""neutral""} ",,0,0,0
8860,সিলেটে হেরে ক্রিকেটাররা অনুতপ্ত,sports,negative,sports,negative,sports,negative,sports,negative,200,"{""aspect"":""sports"",""sentiment"":""negative""} ",,1,1,1
674,ব্রেকিং নিঊজ এবার জাতীয় ঐক্যফ্রন্ট এ যোগদান করলেন ড.শাহদীন মালিক ও ড.আসিফ নজরুল।,politics,neutral,politics,positive,politics,neutral,politics,positive,200,"{""aspect"": ""politics"", ""sentiment"": ""positive""} ",,1,0,0
1545,দেশের মালিক তুমি কামাল চাচা না।,other,negative,politics,negative,other,negative,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,0,1,0
6591,শালা পোষা কুকুরদের কি লজ্জা-শরম কিছুই নাই?,other,negative,other,negative,other,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,1,1
4132,সম্মান করলেই সম্মান পাওয়া যায়,other,positive,other,positive,other,positive,other,positive,200,"{""aspect"": ""other"", ""sentiment"": ""positive""} ",,1,1,1
5689,যে যাই বলুক কিছু আসে যাইনা,religion,negative,other,negative,religion,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,0,1,0
6650,স্যালুট জানাই আপনাকে জাকির নায়েক।,religion,positive,other,positive,religion,positive,other,positive,200,"{""aspect"": ""other"", ""sentiment"": ""positive""} ",,0,1,0
7959,"ক্যামেরা টা ভালো ভাবে চারদিকে দেখান,আর আপডেট গুলা বলেন",other,neutral,other,positive,other,neutral,other,positive,200,"{""aspect"": ""other"", ""sentiment"": ""positive""} ",,1,0,0
3152,লক্ষি ছেলের দল।,other,positive,sports,positive,other,positive,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,0,1,0
5231,কোথায় নেইমার আর কোথায় ডেম্বেলে,sports,neutral,sports,negative,sports,neutral,sports,negative,200,"{""aspect"": ""sports"", ""sentiment"": ""negative""} ",,1,0,0
8055,চার মন্ত্রী এবং খালেদার মুক্তি চায় ঐক্যেফ্রন্ট,politics,positive,politics,negative,politics,positive,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,0,0
2317,এই কয়দিন টেস্ট খেলা দেখিনি ।,sports,negative,sports,negative,sports,negative,sports,negative,200,"{""aspect"":""sports"",""sentiment"":""negative""} ",,1,1,1
1445,সংবাদ সম্মেলনে পাপন -,sports,neutral,politics,negative,sports,neutral,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,0,0,0
8864,"হিন্দুপ্রদান দেশে দাড়িয়ে কোরআনের আইনের কথা বলার সাহস পৃথিবীর কোন মুখোসধারি আলেমদের বা ভন্ডপীরদের বলা সম্ভব হবেনা আমার বিশ্বাস, জাজাকাল্লাহ",religion,negative,religion,negative,religion,negative,religion,negative,200,"{""aspect"": ""religion"", ""sentiment"": ""negative""} ",,1,1,1
1489,আগে নাপোলির সাথেই জিতুক,sports,positive,sports,positive,sports,positive,sports,positive,200,"{""aspect"": ""sports"", ""sentiment"": ""positive""} ",,1,1,1
3277,ঐক্য ফ্রন্ট না বিএনপি কনফিউশনে আছি,politics,neutral,politics,negative,politics,neutral,politics,negative,200,"{""aspect"": ""politics"", ""sentiment"": ""negative""} ",,1,0,0
2760,"প‌তিতারা এখন খদ্দর নি‌য়ে ব্যস্ত, ,!,?!",other,negative,other,negative,other,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,1,1
643,এইটা দেখতে হায়নার মত,other,negative,other,negative,other,negative,other,negative,200,"{""aspect"": ""other"", ""sentiment"": ""negative""} ",,1,1,1
8261,"নতুন মুসলমান হইচে মনে হয়, এত উত্তেজিত হবার কি আছে !!",religion,negative,religion,negative,religion,negative,religion,negative,200,"{""aspect"": ""religion"", ""sentiment"": ""negative""} ",,1,1,1
1384,মেসির আন্তর্জাতিক ট্রফির সংখ্যা কতো।,sports,neutral,sports,neutral,sports,neutral,sports,neutral,200,"{""aspect"":""sports"",""sentiment"":""neutral""} ",,1,1,1
1825,ফরজের পরের চার রাকঅাত কি এক সাথে,religion,neutral,sports,negative,religion,neutral,sports,negative,200,"{""aspect"": ""sports"", ""sentiment"": ""negative""} ",,0,0,0
137,বাইন্চুদরা ১৪ ওয়াল্ডকাপের ট্রাজেডিটা না ঘটলে তরা আঙ্গুল মুখে দিয়া চুশতি।,sports,negative,sports,negative,sports,negative,sports,negative,200,"{""aspect"":""sports"",""sentiment"":""negative""} ",,1,1,1
