row_idx,absa_overall_sentiment,fw_overall_sentiment,absa_overall_emotion,fw_overall_emotion,absa_triplets_n,fw_triplets_n,triplet_term_sent_precision,triplet_term_sent_recall,triplet_term_sent_f1,fw_status_code,fw_error
352,Positive,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,200,
353,Negative,Neutral,Anger,Love,2,1,0.0,0.0,0.0,200,
354,Negative,Negative,Sadness,Sadness,2,2,0.0,0.0,0.0,200,
355,Negative,Neutral,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
356,Negative,Negative,Sadness,Sadness,2,2,0.5,0.5,0.5,200,
357,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
358,Neutral,Negative,Anger,Anger,2,1,0.0,0.0,0.0,200,
359,Neutral,Negative,Anger,Sadness,2,1,0.0,0.0,0.0,200,
360,Negative,Neutral,Anger,Sadness,2,2,0.0,0.0,0.0,200,
361,Positive,Positive,Happy,Happy,3,3,0.0,0.0,0.0,200,
362,Negative,Negative,Anger,Sadness,2,1,0.0,0.0,0.0,200,
363,Negative,Neutral,Anger,Sadness,3,2,0.5,0.3333333333333333,0.4,200,
364,Negative,Negative,Anger,Anger,3,2,1.0,0.6666666666666666,0.8,200,
365,Positive,Positive,Happy,Happy,2,1,0.0,0.0,0.0,200,
366,Positive,Neutral,Happy,Love,2,2,0.5,0.5,0.5,200,
367,Negative,Negative,Anger,Sadness,3,4,0.25,0.5,0.3333333333333333,200,
368,Negative,Negative,Anger,Anger,3,2,0.0,0.0,0.0,200,
369,Negative,Neutral,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
370,Negative,Negative,Anger,Anger,2,2,0.5,0.5,0.5,200,
371,Negative,Negative,Sadness,Sadness,2,1,0.0,0.0,0.0,200,
372,Neutral,Neutral,Anger,Anger,2,2,1.0,1.0,1.0,200,
373,Negative,Neutral,Anger,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
374,Positive,Neutral,Love,Love,2,2,1.0,1.0,1.0,200,
375,Negative,Neutral,Anger,Sadness,2,2,0.0,0.0,0.0,200,
376,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
377,Positive,Neutral,Happy,Love,2,2,0.0,0.0,0.0,200,
378,Negative,Negative,Sadness,Anger,2,1,1.0,0.5,0.6666666666666666,200,
379,Neutral,Neutral,Anger,Love,2,2,0.0,0.0,0.0,200,
380,Neutral,Neutral,Sadness,Sadness,2,2,0.5,0.5,0.5,200,
381,Negative,Negative,Sadness,Sadness,2,3,1.0,1.0,1.0,200,
382,Negative,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
383,Positive,Positive,Happy,Happy,2,3,0.5,0.5,0.5,200,
384,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
385,Negative,Negative,Fear,Anger,2,2,0.5,0.5,0.5,200,
386,Positive,Neutral,Happy,Love,2,2,1.0,1.0,1.0,200,
387,Negative,Negative,Sadness,Anger,2,2,0.5,0.5,0.5,200,
388,Neutral,Positive,Happy,Love,3,2,0.5,0.3333333333333333,0.4,200,
389,Neutral,Negative,Sadness,Anger,2,1,1.0,0.5,0.6666666666666666,200,
390,Positive,Positive,Happy,Happy,2,2,0.0,0.0,0.0,200,
391,Positive,Positive,Happy,Happy,3,2,0.0,0.0,0.0,200,
392,Negative,Positive,Sadness,Happy,3,2,0.5,0.3333333333333333,0.4,200,
393,Negative,Neutral,Sadness,Sadness,2,2,0.5,0.5,0.5,200,
394,Negative,Neutral,Anger,Sadness,2,2,0.5,0.5,0.5,200,
395,Negative,Neutral,Sadness,Love,2,2,1.0,1.0,1.0,200,
396,Positive,Positive,Happy,Happy,2,4,0.5,0.5,0.5,200,
397,Negative,Negative,Anger,Anger,3,1,0.0,0.0,0.0,200,
398,Negative,Neutral,Anger,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
399,Negative,Neutral,Anger,Love,3,3,0.5,0.3333333333333333,0.4,200,
400,Positive,Positive,Happy,Happy,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,200,
401,Positive,Positive,Happy,Happy,2,1,1.0,0.5,0.6666666666666666,200,
402,Negative,Neutral,Anger,Love,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,200,
403,Neutral,Neutral,Happy,Happy,3,2,0.0,0.0,0.0,200,
404,Negative,Neutral,Anger,Sadness,3,2,0.0,0.0,0.0,200,
405,Positive,Neutral,Happy,Love,3,2,0.0,0.0,0.0,200,
406,Positive,Positive,Happy,Happy,3,2,0.0,0.0,0.0,200,
407,Negative,Negative,Anger,Anger,3,2,1.0,0.6666666666666666,0.8,200,
408,Negative,Negative,Anger,Anger,3,2,1.0,0.6666666666666666,0.8,200,
409,Positive,Neutral,Happy,Happy,3,3,0.0,0.0,0.0,200,
410,Negative,Negative,Anger,Sadness,3,3,0.5,0.5,0.5,200,
411,Negative,Neutral,Anger,Sadness,3,3,1.0,1.0,1.0,200,
412,Negative,Negative,Sadness,Anger,3,3,0.0,0.0,0.0,200,
413,Neutral,Positive,Happy,Happy,3,3,1.0,1.0,1.0,200,
414,Negative,Neutral,Anger,Sadness,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,200,
415,Neutral,Neutral,Sadness,Sadness,3,2,0.5,0.3333333333333333,0.4,200,
416,Negative,Neutral,Anger,Sadness,2,1,0.0,0.0,0.0,200,
417,Negative,Neutral,Anger,Anger,2,1,0.0,0.0,0.0,200,
418,Neutral,Neutral,Happy,Sadness,2,3,0.0,0.0,0.0,200,
419,Negative,Positive,Anger,Happy,2,2,0.5,0.5,0.5,200,
420,Neutral,Neutral,Sadness,Sadness,2,2,0.0,0.0,0.0,200,
421,Negative,Negative,Sadness,Sadness,2,2,0.0,0.0,0.0,200,
422,Negative,Neutral,Anger,Love,2,3,0.3333333333333333,0.5,0.4,200,
423,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
424,Negative,Neutral,Anger,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
425,Neutral,Negative,Anger,Sadness,2,1,0.0,0.0,0.0,200,
426,Neutral,Positive,Happy,Happy,2,2,0.0,0.0,0.0,200,
427,Positive,Neutral,Happy,Love,2,2,1.0,1.0,1.0,200,
428,Neutral,Neutral,Happy,Love,2,2,0.5,0.5,0.5,200,
429,Positive,Neutral,Happy,Love,3,1,0.0,0.0,0.0,200,
430,Negative,Negative,Sadness,Sadness,3,2,0.0,0.0,0.0,200,
431,Positive,Positive,Happy,Happy,3,3,1.0,1.0,1.0,200,
432,Positive,Positive,Happy,Happy,3,2,0.5,0.3333333333333333,0.4,200,
433,Negative,Negative,Anger,Anger,3,1,0.0,0.0,0.0,200,
434,Negative,Neutral,Anger,Sadness,3,2,0.5,0.3333333333333333,0.4,200,
435,Positive,Positive,Happy,Happy,3,2,0.0,0.0,0.0,200,
436,Neutral,Neutral,Anger,Love,3,1,0.0,0.0,0.0,200,
437,Positive,Neutral,Happy,Love,3,2,0.0,0.0,0.0,200,
438,Negative,Negative,Anger,Anger,3,3,1.0,1.0,1.0,200,
439,Negative,Neutral,Sadness,Sadness,3,1,0.0,0.0,0.0,200,
440,Neutral,Neutral,Happy,Anger,2,2,0.0,0.0,0.0,200,
441,Negative,Neutral,Anger,Love,2,2,0.5,0.5,0.5,200,
442,Positive,Neutral,Happy,Love,2,2,0.5,0.5,0.5,200,
443,Positive,Neutral,Happy,Love,2,2,0.0,0.0,0.0,200,
444,Negative,Neutral,Anger,Love,2,1,1.0,0.5,0.6666666666666666,200,
445,Negative,Neutral,Sadness,Sadness,2,1,0.0,0.0,0.0,200,
446,Positive,Neutral,Happy,Anger,2,2,1.0,0.5,0.6666666666666666,200,
447,Negative,Negative,Anger,Anger,2,2,0.0,0.0,0.0,200,
448,Negative,Negative,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
449,Negative,Neutral,Anger,Anger,2,1,1.0,0.5,0.6666666666666666,200,
450,Negative,Neutral,Sadness,Love,2,2,0.0,0.0,0.0,200,
451,Positive,Neutral,Happy,Sadness,2,1,0.0,0.0,0.0,200,
452,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,200,
453,Positive,Neutral,Happy,Love,2,2,1.0,1.0,1.0,200,
454,Negative,Neutral,Sadness,Sadness,2,2,0.0,0.0,0.0,200,
455,Negative,,Anger,,2,0,0.0,0.0,0.0,200,
456,Neutral,Negative,Anger,Anger,2,2,0.0,0.0,0.0,200,
457,Negative,Negative,Sadness,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
458,Negative,Neutral,Sadness,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
459,Positive,Neutral,Happy,Love,3,3,1.0,1.0,1.0,200,
460,Positive,Neutral,Happy,Love,3,2,0.0,0.0,0.0,200,
461,Negative,Neutral,Anger,Love,3,2,0.0,0.0,0.0,200,
462,Negative,Negative,Anger,Sadness,3,2,1.0,0.3333333333333333,0.5,200,
463,Neutral,Positive,Happy,Happy,3,2,0.5,0.3333333333333333,0.4,200,
464,Positive,Positive,Happy,Happy,3,2,1.0,0.3333333333333333,0.5,200,
465,Negative,Negative,Sadness,Sadness,3,3,0.0,0.0,0.0,200,
466,Neutral,Neutral,Happy,Sadness,3,3,0.0,0.0,0.0,200,
467,Positive,Neutral,Happy,Love,3,3,1.0,1.0,1.0,200,
468,Negative,Positive,Anger,Happy,3,2,1.0,0.6666666666666666,0.8,200,
469,Negative,Neutral,Anger,Love,3,3,0.0,0.0,0.0,200,
470,Positive,Positive,Happy,Happy,3,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,200,
471,Positive,Neutral,Happy,Happy,3,2,1.0,0.6666666666666666,0.8,200,
472,Negative,Negative,Anger,Anger,3,1,0.0,0.0,0.0,200,
473,Positive,Neutral,Happy,Love,3,6,0.5,0.3333333333333333,0.4,200,
474,Positive,Neutral,Happy,Love,3,3,0.0,0.0,0.0,200,
475,Positive,Positive,Love,Love,3,2,1.0,1.0,1.0,200,
476,Neutral,Neutral,Fear,Love,3,2,0.0,0.0,0.0,200,
477,Neutral,Neutral,Anger,Sadness,3,2,1.0,0.5,0.6666666666666666,200,
478,Positive,Positive,Happy,Happy,3,2,1.0,0.6666666666666666,0.8,200,
479,Positive,Positive,Happy,Happy,3,2,0.0,0.0,0.0,200,
480,Neutral,Positive,Happy,Happy,3,3,0.0,0.0,0.0,200,
481,Neutral,Neutral,Happy,Love,2,2,1.0,1.0,1.0,200,
482,Negative,Neutral,Anger,Love,2,3,0.6666666666666666,1.0,0.8,200,
483,Neutral,Positive,Sadness,Happy,2,2,0.0,0.0,0.0,200,
484,Positive,Positive,Happy,Happy,2,2,0.0,0.0,0.0,200,
485,Negative,Negative,Anger,Anger,2,2,0.0,0.0,0.0,200,
486,Negative,Neutral,Fear,Love,2,3,0.0,0.0,0.0,200,
487,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,200,
488,Neutral,Neutral,Happy,Love,2,2,0.0,0.0,0.0,200,
489,Neutral,Neutral,Happy,Love,2,2,1.0,1.0,1.0,200,
490,Neutral,Neutral,Fear,Fear,2,2,0.0,0.0,0.0,200,
491,Neutral,Neutral,Sadness,Love,2,2,0.0,0.0,0.0,200,
492,Positive,Positive,Happy,Happy,2,1,1.0,0.5,0.6666666666666666,200,
493,Positive,Neutral,Happy,Sadness,2,2,1.0,1.0,1.0,200,
494,Negative,Neutral,Anger,Love,2,2,0.5,0.5,0.5,200,
495,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,200,
496,Positive,Neutral,Happy,Love,3,2,0.0,0.0,0.0,200,
497,Positive,Positive,Happy,Happy,3,4,0.5,0.3333333333333333,0.4,200,
498,Neutral,Positive,Anger,Happy,3,2,0.0,0.0,0.0,200,
499,Negative,Negative,Anger,Sadness,3,2,1.0,0.6666666666666666,0.8,200,
500,Positive,Positive,Happy,Happy,3,2,1.0,0.6666666666666666,0.8,200,
501,Negative,Neutral,Sadness,Sadness,3,3,0.0,0.0,0.0,200,
502,Negative,Neutral,Anger,Sadness,3,3,0.0,0.0,0.0,200,
503,Negative,Negative,Anger,Anger,3,3,1.0,1.0,1.0,200,
504,Negative,Negative,Anger,Sadness,3,2,0.0,0.0,0.0,200,
505,Neutral,Neutral,Sadness,Love,3,2,1.0,0.6666666666666666,0.8,200,
506,Neutral,Neutral,Sadness,Love,2,2,0.0,0.0,0.0,200,
507,Neutral,Neutral,Sadness,Love,3,2,0.5,0.3333333333333333,0.4,200,
508,Neutral,Positive,Happy,Happy,2,1,0.0,0.0,0.0,200,
509,Neutral,Positive,Happy,Happy,2,1,0.0,0.0,0.0,200,
510,Neutral,Negative,Anger,Sadness,2,1,0.0,0.0,0.0,200,
511,Negative,Neutral,Anger,Sadness,3,3,0.0,0.0,0.0,200,
512,Negative,Neutral,Anger,Love,2,2,0.0,0.0,0.0,200,
513,Neutral,Neutral,Happy,Love,2,2,1.0,1.0,1.0,200,
514,Positive,Negative,Happy,Anger,3,2,0.0,0.0,0.0,200,
515,Positive,Neutral,Happy,Love,2,2,0.0,0.0,0.0,200,
516,Positive,Positive,Happy,Happy,3,2,1.0,0.6666666666666666,0.8,200,
517,Positive,Positive,Happy,Happy,2,3,0.0,0.0,0.0,200,
518,Negative,Neutral,Anger,Love,2,3,0.0,0.0,0.0,200,
519,Negative,Neutral,Anger,Anger,2,1,0.0,0.0,0.0,200,
520,Positive,Neutral,Happy,Sadness,2,3,0.3333333333333333,0.5,0.4,200,
521,Positive,Neutral,Happy,Love,2,1,0.0,0.0,0.0,200,
522,Neutral,Positive,Happy,Happy,3,2,1.0,0.6666666666666666,0.8,200,
523,Negative,Neutral,Anger,Sadness,3,2,0.0,0.0,0.0,200,
524,Negative,Neutral,Anger,Love,3,2,0.0,0.0,0.0,200,
525,Neutral,,Happy,,3,0,0.0,0.0,0.0,200,
526,Negative,Neutral,Sadness,Sadness,2,4,0.0,0.0,0.0,200,
527,Positive,Neutral,Happy,Sadness,2,2,0.0,0.0,0.0,200,
528,Positive,Positive,Happy,Happy,2,2,1.0,1.0,1.0,200,
529,Positive,Neutral,Happy,Love,3,2,1.0,0.6666666666666666,0.8,200,
530,Neutral,Neutral,Anger,Anger,2,2,0.0,0.0,0.0,200,
531,Positive,,Happy,,2,0,0.0,0.0,0.0,200,
532,Positive,Neutral,Happy,Fear,2,2,0.5,0.5,0.5,200,
533,Positive,Neutral,Happy,Happy,3,2,0.0,0.0,0.0,200,
534,Negative,Neutral,Anger,Love,2,2,0.0,0.0,0.0,200,
535,Positive,Neutral,Happy,Love,2,1,0.0,0.0,0.0,200,
536,Negative,Negative,Anger,Anger,2,2,0.5,0.5,0.5,200,
537,Positive,Positive,Happy,Happy,3,3,1.0,1.0,1.0,200,
538,Positive,Positive,Happy,Happy,2,2,0.0,0.0,0.0,200,
539,Negative,Positive,Sadness,Happy,2,2,0.5,0.5,0.5,200,
540,Negative,Negative,Anger,Sadness,3,2,1.0,0.6666666666666666,0.8,200,
541,Positive,Positive,Happy,Happy,2,2,0.5,0.5,0.5,200,
542,Positive,Neutral,Happy,Love,3,3,1.0,0.6666666666666666,0.8,200,
543,Positive,Positive,Happy,Happy,3,2,0.0,0.0,0.0,200,
544,Positive,Neutral,Happy,Sadness,3,4,0.25,0.5,0.3333333333333333,200,
545,Negative,Neutral,Sadness,Sadness,3,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,200,
546,Negative,Neutral,Anger,Fear,3,2,1.0,0.6666666666666666,0.8,200,
547,Neutral,Neutral,Happy,Love,3,3,0.0,0.0,0.0,200,
548,Positive,Neutral,Happy,Love,3,2,1.0,0.6666666666666666,0.8,200,
549,Positive,Neutral,Happy,Love,3,2,0.0,0.0,0.0,200,
550,Positive,Neutral,Happy,Love,3,2,1.0,0.6666666666666666,0.8,200,
551,Positive,Positive,Happy,Happy,3,2,1.0,0.6666666666666666,0.8,200,
552,Positive,Positive,Happy,Happy,3,2,0.5,0.3333333333333333,0.4,200,
553,Neutral,Positive,Happy,Happy,3,2,1.0,0.6666666666666666,0.8,200,
554,Neutral,Neutral,Anger,Sadness,2,2,1.0,1.0,1.0,200,
555,Negative,Negative,Anger,Anger,2,2,0.0,0.0,0.0,200,
556,Negative,Positive,Anger,Happy,2,1,0.0,0.0,0.0,200,
557,Negative,Neutral,Anger,Anger,2,1,0.0,0.0,0.0,200,
558,Neutral,Neutral,Happy,Love,2,3,0.0,0.0,0.0,200,
559,Positive,Neutral,Happy,Sadness,2,2,0.0,0.0,0.0,200,
560,Negative,,Sadness,,2,0,0.0,0.0,0.0,200,
561,Neutral,Neutral,Anger,Love,2,2,1.0,1.0,1.0,200,
562,Positive,Positive,Happy,Happy,2,4,0.0,0.0,0.0,200,
563,Positive,Neutral,Happy,Love,2,2,0.5,0.5,0.5,200,
564,Positive,Positive,Happy,Happy,3,2,1.0,0.6666666666666666,0.8,200,
565,Positive,Neutral,Happy,Love,3,2,0.0,0.0,0.0,200,
566,Positive,Positive,Happy,Happy,2,4,0.0,0.0,0.0,200,
567,Negative,Negative,Sadness,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
568,Negative,Negative,Anger,Anger,2,2,0.0,0.0,0.0,200,
569,Negative,Negative,Anger,Anger,2,2,0.0,0.0,0.0,200,
570,Negative,Negative,Anger,Anger,3,1,1.0,0.3333333333333333,0.5,200,
571,Positive,Positive,Happy,Love,3,2,0.5,0.3333333333333333,0.4,200,
572,Negative,Neutral,Anger,Fear,3,1,1.0,0.3333333333333333,0.5,200,
573,Positive,Neutral,Happy,Anger,3,2,1.0,0.6666666666666666,0.8,200,
574,Positive,Negative,Happy,Anger,3,1,1.0,0.3333333333333333,0.5,200,
575,Positive,Positive,Happy,Happy,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,200,
576,Positive,Positive,Happy,Happy,3,3,1.0,1.0,1.0,200,
577,Neutral,Neutral,Anger,Sadness,3,2,1.0,0.6666666666666666,0.8,200,
578,Positive,Positive,Happy,Happy,3,4,0.0,0.0,0.0,200,
579,Neutral,Neutral,Happy,Love,3,1,0.0,0.0,0.0,200,
580,Negative,Negative,Sadness,Sadness,3,2,1.0,0.6666666666666666,0.8,200,
581,Positive,Positive,Happy,Happy,3,2,1.0,0.6666666666666666,0.8,200,
582,Neutral,Positive,Happy,Happy,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,200,
583,Negative,Positive,Anger,Happy,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,200,
584,Negative,Negative,Anger,Anger,3,3,0.0,0.0,0.0,200,
585,Negative,Neutral,Anger,Sadness,3,3,0.0,0.0,0.0,200,
586,Positive,Neutral,Happy,Sadness,3,2,1.0,0.6666666666666666,0.8,200,
587,Neutral,Negative,Sadness,Anger,3,3,1.0,1.0,1.0,200,
588,Positive,Positive,Happy,Happy,3,2,0.5,0.3333333333333333,0.4,200,
589,Negative,Neutral,Fear,Sadness,3,2,0.0,0.0,0.0,200,
590,Positive,Positive,Love,Happy,3,3,0.5,0.3333333333333333,0.4,200,
591,Positive,Positive,Happy,Happy,3,3,1.0,1.0,1.0,200,
592,Neutral,Neutral,Sadness,Love,3,2,0.5,0.3333333333333333,0.4,200,
593,Negative,Neutral,Anger,Love,3,2,0.5,0.3333333333333333,0.4,200,
594,Positive,Positive,Happy,Happy,3,5,0.5,0.6666666666666666,0.5714285714285715,200,
595,Positive,Positive,Happy,Happy,3,1,1.0,0.3333333333333333,0.5,200,
596,Positive,Positive,Happy,Love,3,2,1.0,0.6666666666666666,0.8,200,
597,Negative,,Anger,,3,0,0.0,0.0,0.0,200,
598,Negative,,Anger,,3,0,0.0,0.0,0.0,200,
599,Positive,Positive,Happy,Happy,3,1,1.0,0.3333333333333333,0.5,200,
600,Positive,,Happy,,2,0,0.0,0.0,0.0,200,
601,Neutral,Neutral,Happy,Fear,2,1,0.0,0.0,0.0,200,
602,Neutral,Neutral,Love,Love,2,2,0.0,0.0,0.0,200,
603,Positive,Positive,Happy,Happy,2,2,0.0,0.0,0.0,200,
604,Negative,Neutral,Anger,Sadness,2,3,1.0,1.0,1.0,200,
605,Neutral,Positive,Happy,Happy,2,4,0.5,0.5,0.5,200,
606,Neutral,Positive,Happy,Happy,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,200,
607,Negative,Neutral,Sadness,Sadness,3,2,0.0,0.0,0.0,200,
608,Positive,Positive,Happy,Happy,3,3,0.0,0.0,0.0,200,
609,Negative,Neutral,Anger,Anger,3,2,0.0,0.0,0.0,200,
610,Neutral,Neutral,Anger,Love,3,2,0.0,0.0,0.0,200,
611,Positive,Positive,Happy,Happy,3,4,0.0,0.0,0.0,200,
612,Negative,Neutral,Sadness,Love,3,2,0.0,0.0,0.0,200,
613,Positive,,Happy,,3,0,0.0,0.0,0.0,200,
614,Negative,Neutral,Anger,Sadness,3,2,0.0,0.0,0.0,200,
615,Neutral,Neutral,Anger,Love,3,2,0.0,0.0,0.0,200,
616,Neutral,Neutral,Anger,Love,3,3,1.0,0.6666666666666666,0.8,200,
617,Negative,Neutral,Sadness,Sadness,3,4,1.0,1.0,1.0,200,
618,Positive,Neutral,Happy,Love,3,3,1.0,0.6666666666666666,0.8,200,
619,Negative,Neutral,Anger,Anger,2,2,0.0,0.0,0.0,200,
620,Negative,Negative,Anger,Anger,2,2,0.5,0.5,0.5,200,
621,Neutral,Neutral,Anger,Sadness,2,1,0.0,0.0,0.0,200,
622,Neutral,Negative,Sadness,Sadness,2,2,1.0,1.0,1.0,200,
623,Neutral,Neutral,Sadness,Love,2,2,0.0,0.0,0.0,200,
624,Negative,Neutral,Anger,Sadness,2,2,0.5,0.5,0.5,200,
625,Negative,Negative,Anger,Anger,2,2,1.0,0.5,0.6666666666666666,200,
626,Positive,Neutral,Happy,Love,2,1,0.0,0.0,0.0,200,
627,Negative,Neutral,Anger,Sadness,2,3,0.0,0.0,0.0,200,
628,Positive,Positive,Happy,Love,2,2,0.0,0.0,0.0,200,
629,Positive,Neutral,Happy,Love,2,5,0.5,0.5,0.5,200,
630,Positive,Neutral,Happy,Sadness,2,1,1.0,0.5,0.6666666666666666,200,
631,Neutral,Negative,Anger,Anger,2,3,1.0,1.0,1.0,200,
632,Negative,Negative,Anger,Anger,2,1,0.0,0.0,0.0,200,
633,Positive,Positive,Happy,Happy,2,2,0.0,0.0,0.0,200,
634,Negative,Positive,Anger,Happy,2,3,0.3333333333333333,0.5,0.4,200,
635,Positive,Positive,Happy,Happy,2,3,0.0,0.0,0.0,200,
636,Neutral,Neutral,Happy,Sadness,3,4,0.0,0.0,0.0,200,
637,Neutral,Neutral,Happy,Happy,3,4,0.0,0.0,0.0,200,
638,Positive,Positive,Happy,Happy,3,3,0.5,0.3333333333333333,0.4,200,
639,Positive,Positive,Happy,Happy,3,2,0.5,0.3333333333333333,0.4,200,
640,Negative,Neutral,Sadness,Sadness,3,2,0.5,0.3333333333333333,0.4,200,
641,Positive,Positive,Happy,Happy,3,3,0.0,0.0,0.0,200,
642,Positive,Neutral,Happy,Love,3,2,0.0,0.0,0.0,200,
643,Negative,Negative,Anger,Anger,3,2,0.0,0.0,0.0,200,
644,Neutral,Positive,Anger,Happy,3,2,1.0,1.0,1.0,200,
645,Positive,Neutral,Happy,Love,3,2,1.0,0.6666666666666666,0.8,200,
646,Neutral,Neutral,Happy,Love,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,200,
647,Positive,Neutral,Happy,Sadness,3,4,0.0,0.0,0.0,200,
648,Negative,Negative,Anger,Anger,3,4,0.0,0.0,0.0,200,
649,Negative,Negative,Anger,Anger,3,2,0.0,0.0,0.0,200,
650,Positive,Positive,Happy,Happy,3,2,1.0,0.6666666666666666,0.8,200,
651,Positive,Neutral,Happy,Love,3,2,0.0,0.0,0.0,200,
652,Negative,Neutral,Sadness,Love,3,2,0.0,0.0,0.0,200,
653,Negative,Neutral,Anger,Sadness,3,3,1.0,1.0,1.0,200,
654,Negative,Negative,Sadness,Anger,2,3,0.3333333333333333,0.5,0.4,200,
655,Positive,Positive,Happy,Happy,2,2,0.0,0.0,0.0,200,
656,Positive,Neutral,Happy,Love,2,3,0.0,0.0,0.0,200,
657,Neutral,Positive,Sadness,Happy,2,2,0.0,0.0,0.0,200,
658,Positive,Neutral,Happy,Sadness,3,3,0.3333333333333333,0.5,0.4,200,
659,Neutral,Neutral,Happy,Anger,3,2,1.0,0.6666666666666666,0.8,200,
660,Negative,Negative,Anger,Anger,3,4,1.0,0.5,0.6666666666666666,200,
661,Positive,Negative,Happy,Anger,3,4,1.0,0.3333333333333333,0.5,200,
662,Neutral,Neutral,Sadness,Sadness,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,200,
663,Positive,Positive,Happy,Happy,3,3,1.0,1.0,1.0,200,
664,Negative,Negative,Anger,Anger,2,3,0.3333333333333333,0.5,0.4,200,
665,Negative,Neutral,Sadness,Love,2,3,0.0,0.0,0.0,200,
666,Positive,Positive,Happy,Happy,3,2,1.0,0.6666666666666666,0.8,200,
667,Neutral,Neutral,Anger,Love,3,2,0.0,0.0,0.0,200,
668,Negative,Neutral,Anger,Sadness,3,4,0.0,0.0,0.0,200,
669,Neutral,Neutral,Sadness,Love,2,3,0.6666666666666666,1.0,0.8,200,
670,Positive,Neutral,Happy,Anger,2,2,0.5,0.5,0.5,200,
671,Negative,Negative,Anger,Anger,2,3,0.0,0.0,0.0,200,
672,Neutral,,Anger,,3,0,0.0,0.0,0.0,200,
673,Positive,Positive,Happy,Happy,3,2,1.0,0.6666666666666666,0.8,200,
674,Negative,Neutral,Anger,Sadness,3,2,0.0,0.0,0.0,200,
675,Positive,Positive,Happy,Happy,3,2,0.0,0.0,0.0,200,
676,Negative,,Anger,,3,0,0.0,0.0,0.0,200,
677,Positive,Positive,Happy,Happy,3,2,0.0,0.0,0.0,200,
678,Positive,Negative,Happy,Anger,3,1,0.0,0.0,0.0,200,
679,Negative,Negative,Anger,Anger,3,2,1.0,0.6666666666666666,0.8,200,
680,Negative,Positive,Sadness,Happy,3,3,0.0,0.0,0.0,200,
681,Positive,Neutral,Happy,Love,3,2,0.0,0.0,0.0,200,
682,Positive,Positive,Love,Happy,3,3,1.0,1.0,1.0,200,
683,Negative,Neutral,Anger,Sadness,3,2,0.5,0.3333333333333333,0.4,200,
684,Negative,Negative,Anger,Anger,3,2,0.0,0.0,0.0,200,
685,Negative,Negative,Sadness,Anger,3,3,1.0,0.3333333333333333,0.5,200,
686,Positive,Neutral,Happy,Love,3,3,1.0,0.6666666666666666,0.8,200,
687,Negative,Negative,Love,Sadness,3,1,1.0,0.3333333333333333,0.5,200,
688,Negative,Neutral,Sadness,Love,2,2,0.5,0.5,0.5,200,
689,Positive,Positive,Happy,Happy,3,2,0.5,0.3333333333333333,0.4,200,
690,Positive,Positive,Happy,Happy,3,2,0.0,0.0,0.0,200,
691,Positive,Negative,Happy,Anger,2,2,0.0,0.0,0.0,200,
692,Negative,Neutral,Anger,Sadness,2,2,0.0,0.0,0.0,200,
693,Negative,,Anger,,3,0,0.0,0.0,0.0,200,
694,Neutral,Neutral,Sadness,Sadness,3,2,0.0,0.0,0.0,200,
695,Negative,Neutral,Anger,Love,3,2,0.5,0.3333333333333333,0.4,200,
696,Negative,Neutral,Anger,Sadness,3,1,0.0,0.0,0.0,200,
697,Negative,Negative,Anger,Anger,3,3,0.0,0.0,0.0,200,
698,Positive,Positive,Happy,Happy,3,3,0.0,0.0,0.0,200,
699,Negative,Negative,Anger,Anger,3,2,0.0,0.0,0.0,200,
700,Positive,,Sadness,,3,0,0.0,0.0,0.0,200,
701,Positive,Positive,Happy,Happy,3,2,0.5,0.3333333333333333,0.4,200,
