row_idx,Rating,Review,Product Name,Product Category,Emotion,Data Source,Sentiment,word_count,absa_overall_sentiment,absa_overall_emotion,absa_triplets_json,absa_raw_text,absa_status_code,absa_error,absa_raw_json
178,3,দাম হিসেবে চলে।তবে কোয়ালিটি আরেকটু ভালো হইলে ভালো হইতো।,new disign Standard Size Man Fashion Short Sleeve T Shirt Men Fitness High Quality Tshirt,Clothing,Happy,Daraz,Positive,10,Neutral,Sadness,"[{""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দাম"", ""opinion_term"": ""দাম হিসেবে চলে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""কোয়ালিটি"", ""opinion_term"": ""আরেকটু ভালো হইলে ভালো হইতো"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Neutral"",""overall_emotion"":""Sadness"",""triplets"":[{""aspect_category"":""Value_for_Money"",""aspect_term"":""দাম"",""opinion_term"":""দাম হিসেবে চলে"",""sentiment"":""Positive""},{""aspect_category"":""Overall_Quality"",""aspect_term"":""কোয়ালিটি"",""opinion_term"":""আরেকটু ভালো হইলে ভালো হইতো"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Sadness"", ""triplets"": [{""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দাম"", ""opinion_term"": ""দাম হিসেবে চলে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""কোয়ালিটি"", ""opinion_term"": ""আরেকটু ভালো হইলে ভালো হইতো"", ""sentiment"": ""Negative""}]}"
179,4,Capo ta balo. picks are not same tobe chole! (recommend 👍),Accoustic guitar capo with 4pcs picks - Guitar Strings,Media & Music,Happy,Daraz,Positive,10,Positive,Happy,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""Capo"", ""opinion_term"": ""balo"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Design_Style"", ""aspect_term"": ""picks"", ""opinion_term"": ""are not same tobe chole"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Positive"",""overall_emotion"":""Happy"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""Capo"",""opinion_term"":""balo"",""sentiment"":""Positive""},{""aspect_category"":""Design_Style"",""aspect_term"":""picks"",""opinion_term"":""are not same tobe chole"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""Capo"", ""opinion_term"": ""balo"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Design_Style"", ""aspect_term"": ""picks"", ""opinion_term"": ""are not same tobe chole"", ""sentiment"": ""Negative""}]}"
180,3,"যা অডার করেছি তাই পেয়েছি,কিন্তু এত মান সম্মত না,🌾",32 In 1 Multipurpose Precision Screwdriver Disassemble Electronic Repair Tool,"Tools, DIY & Outdoor",Sadness,Daraz,Negative,10,Negative,Sadness,"[{""aspect_category"": ""SERVICE.Order_Process"", ""aspect_term"": ""অডার"", ""opinion_term"": ""যা অডার করেছি তাই পেয়েছি"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_QUALITY.Overall_Quality"", ""aspect_term"": ""মান"", ""opinion_term"": ""এত মান সম্মত না"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Sadness"",""triplets"":[{""aspect_category"":""SERVICE.Order_Process"",""aspect_term"":""অডার"",""opinion_term"":""যা অডার করেছি তাই পেয়েছি"",""sentiment"":""Positive""},{""aspect_category"":""PRODUCT_QUALITY.Overall_Quality"",""aspect_term"":""মান"",""opinion_term"":""এত মান সম্মত না"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Sadness"", ""triplets"": [{""aspect_category"": ""SERVICE.Order_Process"", ""aspect_term"": ""অডার"", ""opinion_term"": ""যা অডার করেছি তাই পেয়েছি"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_QUALITY.Overall_Quality"", ""aspect_term"": ""মান"", ""opinion_term"": ""এত মান সম্মত না"", ""sentiment"": ""Negative""}]}"
182,5,"তাওয়া ঠিক আছে, তবে দাম একটু বেশি হয়ে গেছে?
ধন্যবাদ","Stylish and High Quality casting pan - 10.5""",Cookware,Happy,Daraz,Positive,10,Negative,Anger,"[{""aspect_category"": ""BUILD_QUALITY"", ""aspect_term"": ""তাওয়া"", ""opinion_term"": ""ঠিক আছে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দাম"", ""opinion_term"": ""একটু বেশি হয়ে গেছে"", ""sentiment"": ""Negative""}]","{
  ""overall_sentiment"": ""Negative"",
  ""overall_emotion"": ""Anger"",
  ""triplets"": [
    {
      ""aspect_category"": ""BUILD_QUALITY"",
      ""aspect_term"": ""তাওয়া"",
      ""opinion_term"": ""ঠিক আছে"",
      ""sentiment"": ""Positive""
    },
    {
      ""aspect_category"": ""Value_for_Money"",
      ""aspect_term"": ""দাম"",
      ""opinion_term"": ""একটু বেশি হয়ে গেছে"",
      ""sentiment"": ""Negative""
    }
  ]
}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""BUILD_QUALITY"", ""aspect_term"": ""তাওয়া"", ""opinion_term"": ""ঠিক আছে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দাম"", ""opinion_term"": ""একটু বেশি হয়ে গেছে"", ""sentiment"": ""Negative""}]}"
184,5,Screwdriver টা দূর্বল মনে হয়েছে।। তবে এই বাজেটে ভালো এটি।।,32 In 1 Multipurpose Precision Screwdriver Disassemble Electronic Repair Tool,"Tools, DIY & Outdoor",Sadness,Daraz,Negative,10,Positive,Happy,"[{""aspect_category"": ""Durability_Longevity"", ""aspect_term"": ""Screwdriver"", ""opinion_term"": ""দুর্বল মনে হয়েছে"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""Screwdriver"", ""opinion_term"": ""এই বাজেটে ভালো এটি"", ""sentiment"": ""Positive""}]","{
  ""overall_sentiment"": ""Positive"",
  ""overall_emotion"": ""Happy"",
  ""triplets"": [
    {
      ""aspect_category"": ""Durability_Longevity"",
      ""aspect_term"": ""Screwdriver"",
      ""opinion_term"": ""দুর্বল মনে হয়েছে"",
      ""sentiment"": ""Negative""
    },
    {
      ""aspect_category"": ""Value_for_Money"",
      ""aspect_term"": ""Screwdriver"",
      ""opinion_term"": ""এই বাজেটে ভালো এটি"",
      ""sentiment"": ""Positive""
    }
  ]
}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""Durability_Longevity"", ""aspect_term"": ""Screwdriver"", ""opinion_term"": ""দুর্বল মনে হয়েছে"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""Screwdriver"", ""opinion_term"": ""এই বাজেটে ভালো এটি"", ""sentiment"": ""Positive""}]}"
185,2,কাপড়টা একদম পাতলা আরকি। but মোটামুটি ভালো আছে নিতে পারেন,King Size Bedsheet Set with Two Pillow Covers,Bedding,Happy,Daraz,Positive,10,Positive,Happy,"[{""aspect_category"": ""MATERIAL"", ""aspect_term"": ""কাপড়টা"", ""opinion_term"": ""একদম পাতলা"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""কাপড়টা"", ""opinion_term"": ""মোটামুটি ভালো আছে, নিতে পারেন"", ""sentiment"": ""Positive""}]","{""overall_sentiment"":""Positive"",""overall_emotion"":""Happy"",""triplets"":[{""aspect_category"":""MATERIAL"",""aspect_term"":""কাপড়টা"",""opinion_term"":""একদম পাতলা"",""sentiment"":""Negative""},{""aspect_category"":""Overall_Quality"",""aspect_term"":""কাপড়টা"",""opinion_term"":""মোটামুটি ভালো আছে, নিতে পারেন"",""sentiment"":""Positive""}]}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""MATERIAL"", ""aspect_term"": ""কাপড়টা"", ""opinion_term"": ""একদম পাতলা"", ""sentiment"": ""Negative""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""কাপড়টা"", ""opinion_term"": ""মোটামুটি ভালো আছে, নিতে পারেন"", ""sentiment"": ""Positive""}]}"
186,5,অনেক সুন্দর আর অনেক ভালো l কিন্তু truck টা প্লাস্টিকের 🙁,Skate Board Large Size _ Best Quality (28×8 Inch ),Outdoor Recreation,Love,Daraz,Positive,10,Positive,Happy,"[{""aspect_category"": ""Design_Style"", ""aspect_term"": ""truck"", ""opinion_term"": ""অনেক সুন্দর আর অনেক ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""MATERIAL_BUILD"", ""aspect_term"": ""truck"", ""opinion_term"": ""প্লাস্টিকের"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Positive"",""overall_emotion"":""Happy"",""triplets"":[{""aspect_category"":""Design_Style"",""aspect_term"":""truck"",""opinion_term"":""অনেক সুন্দর আর অনেক ভালো"",""sentiment"":""Positive""},{""aspect_category"":""MATERIAL_BUILD"",""aspect_term"":""truck"",""opinion_term"":""প্লাস্টিকের"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""Design_Style"", ""aspect_term"": ""truck"", ""opinion_term"": ""অনেক সুন্দর আর অনেক ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""MATERIAL_BUILD"", ""aspect_term"": ""truck"", ""opinion_term"": ""প্লাস্টিকের"", ""sentiment"": ""Negative""}]}"
188,5,aita diya tmn kaz hoy nh but smell onk shundor,Studio X Wet Look Hair Gel 100ml,Men's Care,Sadness,Daraz,Negative,10,Neutral,Sadness,"[{""aspect_category"": ""EFFICACY"", ""aspect_term"": ""aita"", ""opinion_term"": ""tmn kaz hoy nh"", ""sentiment"": ""Negative""}, {""aspect_category"": ""TEXTURE_SMELL"", ""aspect_term"": ""smell"", ""opinion_term"": ""onk shundor"", ""sentiment"": ""Positive""}]","{
  ""overall_sentiment"": ""Neutral"",
  ""overall_emotion"": ""Sadness"",
  ""triplets"": [
    {
      ""aspect_category"": ""EFFICACY"",
      ""aspect_term"": ""aita"",
      ""opinion_term"": ""tmn kaz hoy nh"",
      ""sentiment"": ""Negative""
    },
    {
      ""aspect_category"": ""TEXTURE_SMELL"",
      ""aspect_term"": ""smell"",
      ""opinion_term"": ""onk shundor"",
      ""sentiment"": ""Positive""
    }
  ]
}",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Sadness"", ""triplets"": [{""aspect_category"": ""EFFICACY"", ""aspect_term"": ""aita"", ""opinion_term"": ""tmn kaz hoy nh"", ""sentiment"": ""Negative""}, {""aspect_category"": ""TEXTURE_SMELL"", ""aspect_term"": ""smell"", ""opinion_term"": ""onk shundor"", ""sentiment"": ""Positive""}]}"
189,5,"খুবই ভালো প্রোডাক্ট, তবে চার্জ ফুল হলে বুঝার উপায় নাই",USB AA AAA Battery Charger Double-Slot 1.2V Rechargeable Battery Charger,Remote Control & Play Vehicles,Happy,Daraz,Positive,10,Neutral,Anger,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""প্রোডাক্ট"", ""opinion_term"": ""খুবই ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""ELECTRONICS_AND_GADGETS:BATTERY"", ""aspect_term"": ""চার্জ"", ""opinion_term"": ""ফুল হলে বুঝার উপায় নাই"", ""sentiment"": ""Negative""}]","{
  ""overall_sentiment"": ""Neutral"",
  ""overall_emotion"": ""Anger"",
  ""triplets"": [
    {
      ""aspect_category"": ""Overall_Quality"",
      ""aspect_term"": ""প্রোডাক্ট"",
      ""opinion_term"": ""খুবই ভালো"",
      ""sentiment"": ""Positive""
    },
    {
      ""aspect_category"": ""ELECTRONICS_AND_GADGETS:BATTERY"",
      ""aspect_term"": ""চার্জ"",
      ""opinion_term"": ""ফুল হলে বুঝার উপায় নাই"",
      ""sentiment"": ""Negative""
    }
  ]
}",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""প্রোডাক্ট"", ""opinion_term"": ""খুবই ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""ELECTRONICS_AND_GADGETS:BATTERY"", ""aspect_term"": ""চার্জ"", ""opinion_term"": ""ফুল হলে বুঝার উপায় নাই"", ""sentiment"": ""Negative""}]}"
191,5,প্রোডাক্ট অনেক ভালো এবং অনেক সুন্দর কিন্তু দাম একটু বেশি ✅✅,1 Pair Fashion suit shirt collar wheat three-dimensional collar pin brooch men and women jewelry,Accessories,Happy,Daraz,Positive,10,Positive,Happy,"[{""aspect_category"": ""PRODUCT_QUALITY.Overall_Quality"", ""aspect_term"": ""প্রোডাক্ট"", ""opinion_term"": ""অনেক ভালো এবং অনেক সুন্দর"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRICE.Value_for_Money"", ""aspect_term"": ""দাম"", ""opinion_term"": ""একটু বেশি"", ""sentiment"": ""Negative""}]","{
  ""overall_sentiment"": ""Positive"",
  ""overall_emotion"": ""Happy"",
  ""triplets"": [
    {
      ""aspect_category"": ""PRODUCT_QUALITY.Overall_Quality"",
      ""aspect_term"": ""প্রোডাক্ট"",
      ""opinion_term"": ""অনেক ভালো এবং অনেক সুন্দর"",
      ""sentiment"": ""Positive""
    },
    {
      ""aspect_category"": ""PRICE.Value_for_Money"",
      ""aspect_term"": ""দাম"",
      ""opinion_term"": ""একটু বেশি"",
      ""sentiment"": ""Negative""
    }
  ]
}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""PRODUCT_QUALITY.Overall_Quality"", ""aspect_term"": ""প্রোডাক্ট"", ""opinion_term"": ""অনেক ভালো এবং অনেক সুন্দর"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRICE.Value_for_Money"", ""aspect_term"": ""দাম"", ""opinion_term"": ""একটু বেশি"", ""sentiment"": ""Negative""}]}"
192,5,আলু খুব ভাল ছিল কিন্তু ডেলিভারি অনেক দেরি তো হইল,Diamond potato 1kg ± 25 gm,"Fruits, Meat & Frozen",Happy,Daraz,Positive,10,Negative,Anger,"[{""aspect_category"": ""FOOD_AND_GROCERY:QUALITY"", ""aspect_term"": ""আলু"", ""opinion_term"": ""খুব ভাল ছিল"", ""sentiment"": ""Positive""}, {""aspect_category"": ""DELIVERY:Timeliness"", ""aspect_term"": ""ডেলিভারি"", ""opinion_term"": ""অনেক দেরি"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""FOOD_AND_GROCERY:QUALITY"",""aspect_term"":""আলু"",""opinion_term"":""খুব ভাল ছিল"",""sentiment"":""Positive""},{""aspect_category"":""DELIVERY:Timeliness"",""aspect_term"":""ডেলিভারি"",""opinion_term"":""অনেক দেরি"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""FOOD_AND_GROCERY:QUALITY"", ""aspect_term"": ""আলু"", ""opinion_term"": ""খুব ভাল ছিল"", ""sentiment"": ""Positive""}, {""aspect_category"": ""DELIVERY:Timeliness"", ""aspect_term"": ""ডেলিভারি"", ""opinion_term"": ""অনেক দেরি"", ""sentiment"": ""Negative""}]}"
193,3,"Product was good but poor packaging, plz focus on it...",LouisWill Women Watches Fashion Watches Casuals Quartz Watches Round Dial Watches 30M Waterproof Watches Alloy Thin Strap Business Wristwatch with Watch Adjuster for Women,Watches,Fear,Daraz,Negative,10,Neutral,Anger,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""Product"", ""opinion_term"": ""was good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PACKAGING:Protection"", ""aspect_term"": ""packaging"", ""opinion_term"": ""poor"", ""sentiment"": ""Negative""}]","{
  ""overall_sentiment"": ""Neutral"",
  ""overall_emotion"": ""Anger"",
  ""triplets"": [
    {
      ""aspect_category"": ""Overall_Quality"",
      ""aspect_term"": ""Product"",
      ""opinion_term"": ""was good"",
      ""sentiment"": ""Positive""
    },
    {
      ""aspect_category"": ""PACKAGING:Protection"",
      ""aspect_term"": ""packaging"",
      ""opinion_term"": ""poor"",
      ""sentiment"": ""Negative""
    }
  ]
}",200,,"{""overall_sentiment"": ""Neutral"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""Product"", ""opinion_term"": ""was good"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PACKAGING:Protection"", ""aspect_term"": ""packaging"", ""opinion_term"": ""poor"", ""sentiment"": ""Negative""}]}"
195,2,দাম অনুযায়ী ঠিকআছে। তবে আমার আরেকটু ভাল পন্য দরকার ছিল।,VIKAN 24 INC LED TV 4K VIDEO SUPPORTED,Televisions,Happy,Daraz,Positive,10,Negative,Sadness,"[{""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দাম"", ""opinion_term"": ""দাম অনুযায়ী ঠিকআছে।"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""পন্য"", ""opinion_term"": ""আমার আরেকটু ভাল পন্য দরকার ছিল।"", ""sentiment"": ""Negative""}]","{
  ""overall_sentiment"": ""Negative"",
  ""overall_emotion"": ""Sadness"",
  ""triplets"": [
    {
      ""aspect_category"": ""Value_for_Money"",
      ""aspect_term"": ""দাম"",
      ""opinion_term"": ""দাম অনুযায়ী ঠিকআছে।"",
      ""sentiment"": ""Positive""
    },
    {
      ""aspect_category"": ""Overall_Quality"",
      ""aspect_term"": ""পন্য"",
      ""opinion_term"": ""আমার আরেকটু ভাল পন্য দরকার ছিল।"",
      ""sentiment"": ""Negative""
    }
  ]
}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Sadness"", ""triplets"": [{""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দাম"", ""opinion_term"": ""দাম অনুযায়ী ঠিকআছে।"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""পন্য"", ""opinion_term"": ""আমার আরেকটু ভাল পন্য দরকার ছিল।"", ""sentiment"": ""Negative""}]}"
196,3.8,It's only value for music but not for Call,Anker Soundcore R50i TWS Earbuds,Earbuds,Fear,Pickaboo,Negative,10,Negative,Anger,"[{""aspect_category"": ""AUDIO"", ""aspect_term"": ""music"", ""opinion_term"": ""only value for music"", ""sentiment"": ""Positive""}, {""aspect_category"": ""AUDIO"", ""aspect_term"": ""Call"", ""opinion_term"": ""not for Call"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""AUDIO"",""aspect_term"":""music"",""opinion_term"":""only value for music"",""sentiment"":""Positive""},{""aspect_category"":""AUDIO"",""aspect_term"":""Call"",""opinion_term"":""not for Call"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""AUDIO"", ""aspect_term"": ""music"", ""opinion_term"": ""only value for music"", ""sentiment"": ""Positive""}, {""aspect_category"": ""AUDIO"", ""aspect_term"": ""Call"", ""opinion_term"": ""not for Call"", ""sentiment"": ""Negative""}]}"
197,4,alu valo ar fresh chilo tobe alugula shukano shuru korche,Diamond potato 1kg ± 25 gm (CTG),"Fruits, Meat & Frozen",Sadness,Daraz,Negative,10,Negative,Sadness,"[{""aspect_category"": ""FRESHNESS"", ""aspect_term"": ""alugula"", ""opinion_term"": ""valo ar fresh chilo"", ""sentiment"": ""Positive""}, {""aspect_category"": ""FRESHNESS"", ""aspect_term"": ""alugula"", ""opinion_term"": ""shukano shuru korche"", ""sentiment"": ""Negative""}]","{
  ""overall_sentiment"": ""Negative"",
  ""overall_emotion"": ""Sadness"",
  ""triplets"": [
    {
      ""aspect_category"": ""FRESHNESS"",
      ""aspect_term"": ""alugula"",
      ""opinion_term"": ""valo ar fresh chilo"",
      ""sentiment"": ""Positive""
    },
    {
      ""aspect_category"": ""FRESHNESS"",
      ""aspect_term"": ""alugula"",
      ""opinion_term"": ""shukano shuru korche"",
      ""sentiment"": ""Negative""
    }
  ]
}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Sadness"", ""triplets"": [{""aspect_category"": ""FRESHNESS"", ""aspect_term"": ""alugula"", ""opinion_term"": ""valo ar fresh chilo"", ""sentiment"": ""Positive""}, {""aspect_category"": ""FRESHNESS"", ""aspect_term"": ""alugula"", ""opinion_term"": ""shukano shuru korche"", ""sentiment"": ""Negative""}]}"
198,5,ভাল তবে এলেনকের সাইজ আর একটু বড় হলে ভাল হত,32 In 1 Multipurpose Precision Screwdriver Disassemble Electronic Repair Tool,"Tools, DIY & Outdoor",Sadness,Daraz,Negative,10,Positive,Happy,"[{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""এলেনকের"", ""opinion_term"": ""ভাল"", ""sentiment"": ""Positive""}, {""aspect_category"": ""FIT_SIZE"", ""aspect_term"": ""সাইজ"", ""opinion_term"": ""আর একটু বড় হলে ভাল হত"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Positive"",""overall_emotion"":""Happy"",""triplets"":[{""aspect_category"":""Overall_Quality"",""aspect_term"":""এলেনকের"",""opinion_term"":""ভাল"",""sentiment"":""Positive""},{""aspect_category"":""FIT_SIZE"",""aspect_term"":""সাইজ"",""opinion_term"":""আর একটু বড় হলে ভাল হত"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Positive"", ""overall_emotion"": ""Happy"", ""triplets"": [{""aspect_category"": ""Overall_Quality"", ""aspect_term"": ""এলেনকের"", ""opinion_term"": ""ভাল"", ""sentiment"": ""Positive""}, {""aspect_category"": ""FIT_SIZE"", ""aspect_term"": ""সাইজ"", ""opinion_term"": ""আর একটু বড় হলে ভাল হত"", ""sentiment"": ""Negative""}]}"
199,5,প্রডাক্ট খুব ভাল এই দামের ভিতরে কিন্তু ডেলিভারি দিয়ে যায়নি।,Bili Online Fabian 30 Liter Duffel Bag (4-5 Days Tour) Waterproof-Travel Bag-Family Tour Bag-Large Travel Bag-Waterproof Bag-Premium Travel Bag - Travel Bag For Men,Luggage,Love,Daraz,Positive,10,Negative,Anger,"[{""aspect_category"": ""PRICE>Value_for_Money"", ""aspect_term"": ""প্রডাক্ট"", ""opinion_term"": ""খুব ভাল এই দামের ভিতরে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""DELIVERY>Timeliness"", ""aspect_term"": ""ডেলিভারি"", ""opinion_term"": ""ডেলিভারি দিয়ে যায়নি"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""PRICE>Value_for_Money"",""aspect_term"":""প্রডাক্ট"",""opinion_term"":""খুব ভাল এই দামের ভিতরে"",""sentiment"":""Positive""},{""aspect_category"":""DELIVERY>Timeliness"",""aspect_term"":""ডেলিভারি"",""opinion_term"":""ডেলিভারি দিয়ে যায়নি"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""PRICE>Value_for_Money"", ""aspect_term"": ""প্রডাক্ট"", ""opinion_term"": ""খুব ভাল এই দামের ভিতরে"", ""sentiment"": ""Positive""}, {""aspect_category"": ""DELIVERY>Timeliness"", ""aspect_term"": ""ডেলিভারি"", ""opinion_term"": ""ডেলিভারি দিয়ে যায়নি"", ""sentiment"": ""Negative""}]}"
203,3,"প্রোডাক্ট অরিজিনাল, তবে দাম টা আরেকটু নাগালের ভেতর রাখা উচিত",Titan NR2598SM06 Lagan Pink Dial Metal Strap Watch,Women's Watches,Sadness,Pickaboo,Negative,10,Negative,Anger,"[{""aspect_category"": ""Originality"", ""aspect_term"": ""প্রোডাক্ট"", ""opinion_term"": ""অরিজিনাল"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দাম"", ""opinion_term"": ""দাম টা আরেকটু নাগালের ভেতর রাখা উচিত"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Anger"",""triplets"":[{""aspect_category"":""Originality"",""aspect_term"":""প্রোডাক্ট"",""opinion_term"":""অরিজিনাল"",""sentiment"":""Positive""},{""aspect_category"":""Value_for_Money"",""aspect_term"":""দাম"",""opinion_term"":""দাম টা আরেকটু নাগালের ভেতর রাখা উচিত"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Anger"", ""triplets"": [{""aspect_category"": ""Originality"", ""aspect_term"": ""প্রোডাক্ট"", ""opinion_term"": ""অরিজিনাল"", ""sentiment"": ""Positive""}, {""aspect_category"": ""Value_for_Money"", ""aspect_term"": ""দাম"", ""opinion_term"": ""দাম টা আরেকটু নাগালের ভেতর রাখা উচিত"", ""sentiment"": ""Negative""}]}"
204,5,প্রডাক্ট কন্ডিশন ভালো কিন্তু পানি মিনারেল কালার হচ্ছে না।,5-Stage On-line Water Purifier.,Water Purifiers,Sadness,Daraz,Negative,9,Negative,Sadness,"[{""aspect_category"": ""PACKAGING:Condition"", ""aspect_term"": ""প্রডাক্ট কন্ডিশন"", ""opinion_term"": ""ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN:Color_Finish"", ""aspect_term"": ""পানি মিনারেল কালার"", ""opinion_term"": ""হচ্ছে না"", ""sentiment"": ""Negative""}]","{""overall_sentiment"":""Negative"",""overall_emotion"":""Sadness"",""triplets"":[{""aspect_category"":""PACKAGING:Condition"",""aspect_term"":""প্রডাক্ট কন্ডিশন"",""opinion_term"":""ভালো"",""sentiment"":""Positive""},{""aspect_category"":""PRODUCT_APPEARANCE_DESIGN:Color_Finish"",""aspect_term"":""পানি মিনারেল কালার"",""opinion_term"":""হচ্ছে না"",""sentiment"":""Negative""}]}",200,,"{""overall_sentiment"": ""Negative"", ""overall_emotion"": ""Sadness"", ""triplets"": [{""aspect_category"": ""PACKAGING:Condition"", ""aspect_term"": ""প্রডাক্ট কন্ডিশন"", ""opinion_term"": ""ভালো"", ""sentiment"": ""Positive""}, {""aspect_category"": ""PRODUCT_APPEARANCE_DESIGN:Color_Finish"", ""aspect_term"": ""পানি মিনারেল কালার"", ""opinion_term"": ""হচ্ছে না"", ""sentiment"": ""Negative""}]}"
